Gene,Chr,LD4,LD5,LD6,M,YR,ET,MT,LT,ES,S,LS,GD4,GD6,GD10F,GD10M,MIS,MFS,Haplo,ManualScore,TargetID
PF3D7_1238500,chr12,32285.651,23315.9,25444.628,17178.8533,3586.92,27014.646,38822.376,44894.592,34982.337,37827.62,21343.58,41957.372,27871.252,14047.863,89061.2177,0.178,-2.768,557,198.6728477,sp|Q86X53|ERIC1_HUMAN
PF3D7_1238600,chr12,711.633,6854.783,9803.615,36606.8299,3795.314,1379.003,6098.324,34351.985,62188.238,64768.78,77389.058,29373.727,30590.154,21062.221,58199.0271,1,-1.894,44,0,
PF3D7_1238700,chr12,4443.065,12380.866,12535.821,21573.8192,1662.936,6417.62,26510.019,29110.827,40028.776,29116.558,30741.799,33414.152,21642.218,20220.865,29059.5521,0.12,-2.78,214,613.8681188,sp|Q8N5I3|KCNRG_HUMAN
PF3D7_1238800,chr12,122017.351,52486.19,41385.398,155493.9236,144469.15,96267.493,112859.11,91751.049,80573.772,90294.575,135813.984,34526.875,34466.029,45452.272,14582.1892,0.131,-2.956,230,1982.316919,sp|Q9ULC5|ACSL5_HUMAN
PF3D7_1238900,chr12,7113.031,7626.628,5602.413,96537.12745,34139.795,25989.036,21100.863,21291.649,29610.548,39129.035,101986.308,55079.307,68815.553,98969.419,30136.3139,0.125,-2.888,155,2043.237721,sp|Q6P2M8|KCC1B_HUMAN
PF3D7_1239000,chr12,49948.338,28144.346,22483.748,52872.0068,16211.362,21429.622,23149.769,26316.333,35645.73,42427.073,66176.146,38869.335,45221.127,40407.869,20298.1501,1,-0.351,201,1824.812287,tr|A0A2R8YCS7|A0A2R8YCS7_HUMAN
PF3D7_1239100,chr12,49246.358,43996.66,44805.69,13678.62605,1759.299,2697.254,22731.414,38073.333,33901.521,19020.611,23903.572,38580.586,66071.502,85053.407,58920.0085,0.143,-3.089,42,0,
PF3D7_1239200,chr12,21422.493,25241.33,61149.634,32931.64495,3224.675,5077.935,43428.759,99198.601,81508.405,72559.607,49026.334,21502.266,15053.925,14667.991,17158.5534,0.12,-2.987,1797,0,
PF3D7_1239300,chr12,177974.443,84922.194,38864.617,5899.73785,22934.969,20871.295,14821.087,9135.088,7044.916,6700.767,6698.328,29150.587,46674.546,59553.464,34830.6213,0.298,-3.531,70,0,
PF3D7_1239400,chr12,2561.087,4293.506,4127.057,7594.90315,696.127,867.428,2745.229,3290.145,4760.395,6530.676,8328.778,57738.055,37800.505,83022.072,2244.9272,0.5,-3.158,74,0,
PF3D7_1239500,chr12,15282.378,20387.824,25310.959,10639.0703,734.311,1695.364,9512.723,22064.723,30351.795,19827.172,16650.392,12190.568,17871.171,9050.839,302.0509,0.188,-2.708,420,904.584493,tr|E9PCY5|E9PCY5_HUMAN
PF3D7_1239600,chr12,1073.218,13903.953,12188.826,16104.41365,2360.787,26409.642,52520.359,47349.196,27701.468,15902.73,19894.467,180219.147,242721.623,178511.426,301974.7847,0.969,-2.164,126,0,
PF3D7_1239700,chr12,62093.344,238259.04,175507.482,34012.633,6697.619,36165.573,86613.573,165783.932,108806.346,68744.06,56066.404,28998.762,44948.529,26332.036,8558.1769,1,-1.017,217,2488.64,sp|Q96TA2|YMEL1_HUMAN
PF3D7_1239800,chr12,14387.384,10795.077,23507.672,2140.0009,366.851,1450.996,3915.288,5848.374,7181.712,6088.568,4796.552,2796.326,2794.893,3084.55,1772.2178,0.233,-3.382,2147,315.5953702,tr|H7BYJ3|H7BYJ3_HUMAN
PF3D7_1239900,chr12,16702.986,16089.655,15576.146,9375.35175,38627.915,29366.983,25625.783,25257.325,24097.349,14975.732,13314.944,17148.508,21212.728,15719.02,10762.9436,0.12,-3.026,213,978.6715116,sp|Q9H269|VPS16_HUMAN
PF3D7_1240000,chr12,10565.468,5473.877,4406.036,6949.19355,36761.217,20881.766,8507.153,6997.378,12559.355,6402.916,8852.716,39461.543,18878.962,13758.482,6679.02,0.12,-2.96,126,1737.511275,sp|Q6NVY1|HIBCH_HUMAN
PF3D7_1240100,chr12,0,3048.841,3151.652,54241.73365,15632.706,5685.432,1945.55,1473.083,3153.813,3576.816,10795.406,19819.675,47783.263,72740.851,45489.3152,1,-1.928,52,0,
PF3D7_1240300,chr12,1132.721,3659.559,3452.245,2815.5541,2080.174,1328.766,1409.298,2567.633,2620.399,2634.189,2017.375,7241.067,5303.429,4964.09,9477.5769,1,-1.423,,0,
PF3D7_1240400,chr12,0,0,691.616,2363.352,5054.73,3273.553,590.983,304.775,544.108,588.252,903.529,4975.536,7817.524,8209.332,11384.9326,1,-2.332,,96.19628334,tr|V5T7C5|V5T7C5_HUMAN
PF3D7_1240600,chr12,0,0,514.314,1419.6337,5893.466,4363.564,656.064,294.145,568.327,853.607,867.496,5829.097,5679.418,4340.883,12281.3071,1,-1.848,,0,
PF3D7_1240900,chr12,4258.307,2757.529,3257.777,19620.6169,11468.15,8182.263,4826.001,9263.028,14205.272,14327.857,16573.054,12975.022,15006.266,10493.049,15784.5303,1,0.006,,0,
PF3D7_1241100,chr12,433033.487,325775.96,271312.621,41841.80985,99411.579,69930.907,50554.985,69100.533,80701.101,62153.248,52591.863,42593.583,38722.017,81662.247,25239.5931,0.18,-2.897,62,2735,sp|Q9C0J8|WDR33_HUMAN
PF3D7_1241200,chr12,15056.238,14448.215,21632.483,4778.24875,14203.515,16970.347,17378.744,19740.059,15620.34,10658.577,7783.079,2375.891,10230.56,2439.936,21715.1387,0.123,-3.139,517,0,
PF3D7_1241300,chr12,6114.844,11673.806,16688.561,5223.1972,547.361,464.447,7771.088,14553.295,12175.151,10947.828,6132.084,7501.728,13978.528,22425.517,1722.8511,0.19,-2.706,229,0,
PF3D7_1241400,chr12,2459.776,11962.087,9453.575,5394.29115,486.441,163.024,354.244,1595.651,4366.796,5569.821,7811.313,41617.855,61071.672,24144.632,39097.6828,1,-0.881,1261,0,
PF3D7_1241500,chr12,663613.346,882024.888,954338.548,4704.7256,1554.83,19675.291,30802.706,19215.491,14767.301,13850.67,8217.755,15401.874,8748.571,10412.08,0,0.981,-3.044,229,0,
PF3D7_1241600,chr12,59630.807,380079.998,455593.731,4544.9417,542.436,2614.358,10886.089,18887.781,20129.854,8495.48,10682.773,10655.014,8455.223,9530.692,205.715,0.138,-3.308,147,3281.2,sp|Q70HW3|SAMC_HUMAN
PF3D7_1241700,chr12,359535.446,538623.455,467666.876,22464.6585,3736.075,7598.849,74166.167,124905.219,92210.83,59136.14,42068.911,58349.278,62128.932,45540.966,37760.8374,0.119,-3.256,25,4613.1125,sp|P35250|RFC2_HUMAN
PF3D7_1241800,chr12,71441.157,49469.218,43178.849,33714.3704,98699.191,94108.512,74154.297,44347.312,37535.182,30742.3,32469.372,102543.498,80224.382,71534.753,60768.0561,0.119,-3.034,473,1047.844647,tr|G3V0G3|G3V0G3_HUMAN
PF3D7_1241900,chr12,12075.196,25128.862,34206.942,61369.05965,61257.329,52870.837,46825.477,64198.525,97465.47,99382.296,66948.927,85704.806,88214.532,85286.059,87998.077,0.993,-2.714,261,961.5461538,tr|A0A804HIB8|A0A804HIB8_HUMAN
PF3D7_1242000,chr12,48044.318,7838.511,26348.45,12572.7103,3209.584,2853.824,5057.754,26893.994,48933.755,23650.708,23204.477,110743.542,155027.929,240347.506,72279.704,0.12,-3.01,211,0,
PF3D7_1242100,chr12,47174.611,12904.672,20438.212,2348.9731,4805.338,12945.832,14712.227,12749.797,14068.668,8974.043,9091.697,6096.755,13873.211,3824.817,0,0.124,0,24,0,
PF3D7_1242200,chr12,13004.798,16057.717,27887.141,21787.86285,17833.531,45000.696,57513.612,71021.349,86298.429,36240.572,34692.889,39910.942,50315.781,38387.403,100788.5001,0.147,-2.829,278,1564.945227,sp|Q9BXR0|TGT_HUMAN
PF3D7_1242300,chr12,213.424,4613.277,18056.441,9767.51565,849.464,1400.511,15644.586,20613.787,22398.776,14140.029,12917.066,10851.622,9474,4317.657,0,0.924,-2.219,57,0,
PF3D7_1242400,chr12,0,1513.837,19786.268,3925.52325,468.589,385.954,4791.416,7923.924,10326.806,9698.019,6357.783,5836.202,9476.848,2024.259,20610.9876,1,-0.478,202,0,
PF3D7_1242500,chr12,76060.526,26148.371,46325.442,11069.4822,1310.836,2429.249,28171.441,44998.267,38185.833,26876.932,19278.088,15199.12,31962.205,11287.484,35275.4877,0.119,-3.016,161,0,
PF3D7_1242600,chr12,16743.387,17635.926,19298.534,6172.42885,25599.115,35542.848,24440.614,16058.297,12366.355,8223.029,5893.181,14197.644,14327.024,10393.601,0,0.12,-3.101,364,499.0479846,tr|H0YCW1|H0YCW1_HUMAN
PF3D7_1242700,chr12,457443.13,316165.533,421062.154,149719.4081,585109.005,894005.591,784098.305,501643.199,272843.967,162662.116,140060.111,135024.482,119552.637,95382.564,145126.5038,0.124,-2.798,9,5693.40073,sp|P08708|RS17_HUMAN
PF3D7_1242800,chr12,124708.794,114088.271,97911.791,119263.5931,278511.765,227537.057,96061.028,158556.347,190567.05,160180.637,148550.019,204778.589,217761.369,280001.124,195441.9795,0.12,-2.934,37,5294.110675,sp|P50395|GDIB_HUMAN
PF3D7_1242900,chr12,8801.02,27163.492,28416.174,10362.37835,2479.553,7466.06,19198.203,17670.04,20659.735,16565.912,16376.702,8729.81,8835.636,23404.293,44641.838,0.128,0,30,1894.752632,sp|O60220|TIM8A_HUMAN
PF3D7_1243000,chr12,3914.684,14287.566,30536.803,12624.33265,1751.481,2752.134,16642.966,35544.474,42014.205,40566.845,23879.806,8904.909,8034.552,11767.321,78781.053,0.126,-2.913,108,2019.849007,sp|O14662|STX16_HUMAN
PF3D7_1243100,chr12,147848.679,370066.695,390706.612,12547.07655,49479.406,65387.232,66306.697,58178.039,42116.565,24950.065,14873.299,27359.03,38909.124,20637.088,22787.4912,0.253,-2.657,133,2561.965289,sp|Q96NC0|ZMAT2_HUMAN
PF3D7_1243200,chr12,351618.582,467598.224,587953.072,424.52315,4879.334,6258.599,12505.845,8511.784,6618.714,3478.074,3723.465,4380.01,3858.397,6406.828,0,0.794,-2.429,42,0,
PF3D7_1243300,chr12,1214.095,100907.039,58031.962,25587.9504,3329.914,1048.751,1325.198,3894.681,7951.145,6879.727,26817.497,0,365.042,4560.466,153247.3817,0.163,-2.572,26,0,
PF3D7_1243400,chr12,391.444,16197.942,12904.883,30428.7118,3452.178,892.101,4122.605,3849.526,9012.512,19239.829,42953.437,4227.553,3275.121,3984.537,3602.7692,0.725,-2.915,308,0,
PF3D7_1243500,chr12,10370.936,28646.589,46802.992,31445.94185,2237.064,1967.525,6552.526,21143.128,38774.67,38165.774,35002.222,8526.41,9176.1,16048.399,14832.1429,0.12,-2.831,24,1725.690265,tr|E9PSI1|E9PSI1_HUMAN
PF3D7_1243600,chr12,214877.445,253657.657,256816.116,224012.6527,161912.73,136214.107,86846.492,95985.254,117737.387,144044.546,222204.176,50098.022,40435.137,21904.489,38739.7823,0.127,-3.236,6,4869.612174,sp|O60739|EIF1B_HUMAN
PF3D7_1243700,chr12,839.867,8155.689,9522.999,218502.1851,43346.923,26067.925,28070.726,35169.196,62756.819,101376.516,231525.735,72704.885,104380.861,73492.412,76609.4867,1,-2.283,129,1139.79871,sp|Q9H8T0|AKTIP_HUMAN
PF3D7_1243800,chr12,,,,126113.3949,46622.73,38831.345,36827.269,32062.132,47101.107,61787.664,131312.694,229189.375,296103.293,314031.162,172218.7032,0.137,-2.837,114,2864.881351,sp|Q6UXN9|WDR82_HUMAN
PF3D7_1243900,chr12,376.805,3007.99,1405.866,42675.9832,1993.581,601.359,1380.176,13105.037,52408.012,64686.851,45235.954,24826.324,33720.477,37534.956,66966.2073,0.304,-2.691,198,0,
PF3D7_1244000,chr12,35828.285,22880.428,21334.325,16423.9847,2189.004,5451.23,28410.622,34235.294,35566.703,24328.729,27581.111,28448.637,23912.174,40492.073,19137.1679,0.149,-3.25,454,1491.781481,tr|H0YB81|H0YB81_HUMAN
PF3D7_1244100,chr12,24350.133,29894.068,27264.474,63263.5595,23775.071,47881.672,60640.667,40396.552,36751.932,47693.747,81076.884,4256.8,4618.672,6923.561,3977.5605,0.158,-3.284,726,486.1147377,tr|A0A8V8TQT7|A0A8V8TQT7_HUMAN
PF3D7_1244200,chr12,155679.032,119636.224,135806.073,8577.4247,32287.589,40831.791,30520.419,25892.043,18013.52,12621.854,7886.242,43167.227,30194.867,32506.486,27230.5173,0.119,-3.01,493,656.0874074,sp|Q92759|TF2H4_HUMAN
PF3D7_1244300,,7637.212,17829.401,60104.961,,,,,,,,,,,,,,,,0,
PF3D7_1244400,chr12,23038.996,8636.395,15802.93,467120.625,36146.254,20142.233,32954.669,43415.13,48736.602,34403.362,42665.47,88130.877,70624.787,50987.376,48082.3882,0.149,-2.897,1568,0,
PF3D7_1244500,chr12,,,,376374.4364,26545.502,7229.559,2972.79,2951.732,7904.137,8079.955,24445.013,22140.781,17726.731,9911.907,150256.8943,0.987,-1.648,342,0,
PF3D7_1244600,chr12,109683.427,41255.054,64801.552,63475.0316,24138.572,28075.428,26544.714,55177.882,73688.436,61290.919,60027.298,125350.429,96038.555,76222.947,91753.2673,0.125,-2.765,56,1566.269578,tr|G5E9L0|G5E9L0_HUMAN
PF3D7_1244700,chr12,1667.786,8190.233,10169.571,97446.81065,22994.477,27041.091,25517.758,28333.088,33430.563,40593.815,37757.9,31761.816,38194.488,40434.943,41883.475,0.563,-2.744,80,1216.205405,tr|G3XAI9|G3XAI9_HUMAN
PF3D7_1244800,chr12,31200.582,22501.659,30277.872,42097.73845,76926.554,108718.613,108177.464,79988.223,54082.659,47789.505,27990.554,21169.673,18996.812,12434.536,36416.5844,1,-0.52,57,3820.917612,sp|Q8WU90|ZC3HF_HUMAN
PF3D7_1244900,chr12,556.511,6138.054,7340.449,12770.5199,1973.437,3744.369,9148.629,10251.596,14137.051,8844.578,10291.482,138089.83,121769.16,134087.075,40488.333,0.156,-3.201,466,0,
PF3D7_1245000,chr12,0,20458.794,62814.321,17305.66085,2296,3291.591,9967.797,14675.042,24389.471,16821.615,16827.331,121301.572,153644.284,118208.709,95282.9331,1,-0.624,208,0,
PF3D7_1245100,chr12,24369.792,26952.717,30569.333,9776.6791,1168.937,599.526,7176.618,17421.365,17235.227,14691.617,10733.046,60572.609,57612.725,36140.195,100341.7037,0.99,-2.663,587,1229.262142,sp|Q5T7B8|KIF24_HUMAN
PF3D7_1245200,chr12,29300.852,68792.391,78357.22,2569.0514,214.351,1649.992,7886.838,7372.956,5221.705,3370.54,3212.266,6456.715,7864.777,4104.51,41045.9629,0.146,-3.227,1027,0,
PF3D7_1245300,chr12,8334.648,43877.722,36294.738,18246.0526,2133.74,6425.192,24703.317,35267.271,29646.898,27055.285,14199.474,31932.716,18668.012,25789.927,73514.1665,0.124,-3.087,28,3375.784713,sp|P61081|UBC12_HUMAN
PF3D7_1245400,chr12,15662.508,19053.125,32412.24,21566.675,1457.869,8672.231,40259.368,47309.308,50837.796,30885.484,31806.403,51966.991,60885.295,43103.391,2452.7347,0.277,-2.703,53,2258.078006,sp|P09001|RM03_HUMAN
PF3D7_1245500,chr12,12119.097,18727.917,38924.201,13008.3241,1691.025,466.869,3434.843,25656.657,41585.991,31537.711,21707.243,3703.819,6157.721,7727.684,8200.107,0.472,-2.662,141,0,
PF3D7_1245600,chr12,2579.164,1394.896,481.724,2931.23715,412.511,201.631,339.1,318.006,2962.797,3078.157,3314.384,36321.299,29127.456,14759.606,145945.4372,1,-0.509,2039,598.1214953,sp|Q96Q89|KI20B_HUMAN
PF3D7_1245700,,1508.662,5611.562,4708.131,,,,,,,,,,,,,,,,0,
PF3D7_1245800,chr12,11943.153,42491.537,28951.229,62324.457,38261.565,39053.523,34082.701,30051.707,34054.547,34918.324,74051.909,56127.404,62706.864,106144.549,5244.6505,0.673,-3.106,168,1090.482831,tr|F6PQP6|F6PQP6_HUMAN
PF3D7_1245900,chr12,55685.888,40090.98,39651.761,4045.8873,20036.877,19330.145,16583.77,15437.382,9715.476,4628.581,5236.777,6625.918,2023.372,2598.508,1832.2468,0.988,-2.179,112,932.4655949,sp|Q92527|ANKR7_HUMAN
PF3D7_1246000,chr12,9254.494,13291.229,17091.684,2021.13215,3416.541,2039.917,1017.66,819.499,1584.584,1121.548,1318.938,11603.201,10577.735,14511.488,5376.5902,0.145,-3.297,148,0,
PF3D7_1246100,chr12,330671.421,399253.501,403809.514,14875.9351,2016.2,1041.434,7763.979,14981.284,17828.738,15665.035,16488.554,35283.16,53901.339,28659.439,26396.9162,0.177,-2.8,170,2365.093333,sp|P22557|HEM0_HUMAN
PF3D7_1246200,chr12,277987.506,260385.382,291610.345,3272665.104,220753.726,82161.19,277945.382,743711.337,1548850.938,2503744.586,3134607.423,1271395.578,1651977.02,1637921.272,982144.1989,0.213,-2.745,3,8218.053191,sp|P63261|ACTG_HUMAN
PF3D7_1246300,chr12,1715.442,5226.602,4884.836,79908.93055,113109.779,64550.619,5696.58,27483.513,81305.741,101704.001,125386.623,11194.532,17047.978,14988.589,35822.8357,1,-2.684,349,0,
PF3D7_1246400,chr12,4114.521,8517.304,6491.814,542577.3385,66817.9,10536.627,11146.064,30896.777,125188.748,257826.101,726469.799,321587.756,480221.652,676469.522,228993.3718,0.123,-2.828,41,1470.583333,sp|P0DP25|CALM3_HUMAN
PF3D7_1246500,chr12,29559.122,14390.941,13936.788,9353.62855,13279.743,21400.869,24848.81,18074.225,18064.619,12267.502,10337.785,15853.006,11630.393,20678.832,60759.9549,0.125,-3.055,231,0,
PF3D7_1246600,chr12,261590.007,331093.493,309693.118,11282.00015,41319.275,39531.308,37957.275,36921.747,33680.18,25094.064,14586.171,11996.994,19536.958,23431.559,3077.3545,0.992,-2.016,279,2179.490769,sp|Q9BRD0|BUD13_HUMAN
PF3D7_1246700,chr12,19374.409,41924.262,59038.635,8467.1192,2233.136,11165.084,57668.212,49081.026,31427.557,16168.658,13638.575,12743.739,17585.17,29771.148,0,0.15,-3.232,214,0,
PF3D7_1246800,chr12,95744.733,164129.281,180256.605,52823.37235,17516.894,103158.089,153055.995,157386.253,153468.19,111526.856,94934.865,7171.261,13180.666,13402.647,65581.0082,0.995,-2.643,39,2068.997701,sp|Q9Y5M8|SRPRB_HUMAN
PF3D7_1246900,chr12,787.69,1326.074,1146.535,14814.53705,1047.092,1429.279,17582.77,25172.938,28780.162,24523.656,19268.942,93247.157,107925.605,124620.044,51438.6168,0.988,-2.648,465,2258.50449,sp|P31751|AKT2_HUMAN
PF3D7_1247000,chr12,3726.959,6100.716,9917.988,13440.71865,1369.283,503.084,4281.437,22681.558,32726.561,24884.847,24208.637,59941.979,45990.211,47004.376,47253.7976,0.152,-3.336,108,1880.091553,sp|Q9UK97|FBX9_HUMAN
PF3D7_1247100,chr12,51360.85,48157.696,42043.799,10849.7351,24313.033,24897.051,33204.845,29026.309,31158.899,15929.138,16467.035,15035.678,11526.109,21798.767,852.524,0.179,-2.63,145,0,
PF3D7_1247200,chr12,13869.177,2092.209,3476.174,13257.98945,31118.365,33661.832,22170.111,21951,19443.68,12646.865,12482.255,24279.26,19816.447,29248.428,3487.0772,0.999,0.511,77,0,
PF3D7_1247300,chr12,9376.907,18487.44,11660.323,33488.14665,34959.778,29474.49,24989.307,20977.54,20279.998,13946.806,21295.306,32689.566,30078.471,30356.76,45141.9471,0.121,-3.045,241,2184.533898,sp|Q9NUD9|PIGV_HUMAN
PF3D7_1247400,chr12,703360.839,660478.459,431274.041,24899.44005,25002.913,80384.73,156356.972,88118.411,43816.765,35018.108,36651.414,83541.13,80248.032,57830.442,60270.2473,0.126,-2.83,59,2894.753289,sp|Q13451|FKBP5_HUMAN
PF3D7_1247500,chr12,17809.501,58292.546,49134.361,38531.2286,3038.957,2280.367,11175.513,21886.726,54752.37,56173.027,50508.448,84082.186,108360.89,91860.59,9839.0952,1,-0.636,755,1067.113091,sp|O14976|GAK_HUMAN
PF3D7_1247600,chr12,3720.825,10081.494,12501.688,7395.6119,569.382,68.967,136.313,1190.532,5442.479,4927.419,9656.032,2029.573,4649.365,7221.948,815.3745,0.154,-2.922,183,0,
PF3D7_1247700,chr12,2506.827,3142.537,3193.486,53282.4435,2268.402,651.191,192.645,4708.889,33812.6,42335.63,68775.134,9122.179,6641.717,20252.524,59695.0886,0.995,0.523,262,0,
PF3D7_1247800,chr12,0,19.337,222.435,44869.43115,1976.928,454.599,390.42,4318.58,33130.807,33951.892,59983.84,374694.277,506781.476,665960.471,252344.2913,0.802,-2.151,148,2305.12,sp|P53634|CATC_HUMAN
PF3D7_1247900,chr12,25970.778,30366.88,11689.391,13277.4564,62149.037,53206.825,28237.867,10059.822,8466.61,6907.939,8146.202,3062.029,2533.658,2232.375,0,0.128,-2.761,57,1367.917925,sp|Q9Y3A2|UTP11_HUMAN
PF3D7_1248000,chr12,13130.331,14056.387,23669.082,2826.33485,1983.434,886.878,1433.326,5891.668,11543.57,5243.018,7257.797,1075.015,11524.754,3318.764,788.7978,0.294,-2.564,116,0,
PF3D7_1248100,chr12,4343.695,13624.05,14652.851,23616.79425,56743.143,64960.244,66240.304,56150.619,52362.064,37553.368,29835.731,21392.734,28033.187,31192.516,22844.8543,0.999,0.867,207,1543.954869,tr|H7C2P8|H7C2P8_HUMAN
PF3D7_1248200,chr12,19404.272,30096.86,32779.552,66735.10385,68915.176,78272.295,70462.951,62860.157,80582.982,78334.68,69165.713,179105.248,196639.449,283452.766,107863.3374,0.698,-2.367,141,3361.335294,sp|Q9NW64|RBM22_HUMAN
PF3D7_1248300,chr12,5116.479,33939.389,41765.754,9342.88475,5058.085,4415.257,17810.552,32942.067,34281.882,15907.354,16407.681,60591.605,69463.769,134081.582,136788.2929,0.423,-3.166,28,0,
PF3D7_1248400,chr12,416.795,1690.278,2212.912,22755.5918,2828.24,1711.861,5588.912,4021.108,8348.078,7678.322,11937.393,991908.673,1073385.77,2555614.992,403338.5949,0.12,-2.887,166,0,
PF3D7_1248500,chr12,101500.99,180185.153,219852.955,435525.2449,254986.618,277607.904,361455.139,297447.981,257724.697,272714.061,408661.628,451794.57,395917.469,571437.555,282324.502,0.513,-2.681,41,3114.20346,sp|Q7Z429|LFG1_HUMAN
PF3D7_1248600,chr12,12204.39,19430.863,28248.045,17098.68875,15698.671,5711.589,14210.485,38874.825,36484.514,25629.606,26382.007,35611.252,19886.708,17707.119,43416.069,0.119,-3.053,563,0,
PF3D7_1248700,chr12,166660.42,149990.062,171180.563,241921.0651,156479.66,166692.6,113885.755,162406.591,275913.367,244817.707,121867.87,139961.964,113206.273,63735.09,178533.1916,0.314,-2.674,2000,0,
PF3D7_1248800,chr12,0,0,27277.775,12355.85265,2602.954,4000.356,28560.323,26301.345,14701.952,12424.149,7799.298,16512.19,42931.032,126166.229,17042.4758,0.13,-2.825,37,0,
PF3D7_1248900,chr12,192520.21,153466.666,113459.985,150725.8968,76800.434,112763.622,141072.143,277068.482,326217.632,277908.388,232095.957,148047.657,99294.74,146059.719,41465.5823,0.988,-2.052,41,7034.507586,sp|P62195|PRS8_HUMAN
PF3D7_1249000,chr12,121745.604,109318.286,66489.865,3120.36295,4369.218,9134.89,9576.368,5600.383,6156.29,2279.128,5023.844,4567.616,7558.525,5652.142,6215.8345,0.121,-3.13,395,0,
PF3D7_1249100,chr12,56878.308,105828.191,76110.421,18520.38505,88805.263,116074.403,138196.488,77512.652,38950.984,30708.256,20492.04,106094.365,128780.546,219126.94,26417.2967,0.191,-2.655,256,0,
PF3D7_1249200,chr12,0,5276.358,6733.455,5710.46835,2113.069,2144.65,3522.707,6334.409,14706.048,8884.501,6873.624,2276.742,36902.93,9157.593,266994.5676,1,-1.042,118,0,
PF3D7_1249300,chr12,13235.499,20351.831,34914.404,32301.61855,42716.967,50733.927,68866.065,101689.103,83936.747,67598.668,41867.49,123580.09,107534.132,87891.152,66616.3925,1,-0.547,498,847.1338851,sp|Q8N3J5|PPM1K_HUMAN
PF3D7_1249400,chr12,487.439,5459.149,4583.152,58737.6875,14185.833,13521.713,53498.596,105612.396,133444.566,88748.844,93199.566,121550.477,97796.615,65193.439,30763.1132,0.997,-0.692,47,0,
PF3D7_1249500,chr12,29627.411,22472.78,30203.516,22957.73885,1865.754,4720.894,31695.993,74278.182,70496.348,42840.256,34543.294,26692.651,11049.407,18428.178,12562.1197,0.999,0.852,77,2955.974843,sp|O60888|CUTA_HUMAN
PF3D7_1249600,chr12,4676.456,6586.867,6763.557,8504.16905,539.53,316.98,4054.263,12441.217,19871.459,15232.229,13086.436,15412.761,11747.13,10695.929,14912.7769,1,-0.256,434,0,
PF3D7_1249700,chr12,25610.112,81126.517,133196.398,5148.6546,195.28,88.276,182.861,1011.84,3766.134,4608.557,6674.776,6733.272,7925.528,4026.652,37754.0026,0.685,-3.119,366,0,
PF3D7_1249800,chr12,42489.438,21086.924,35410.938,11815.6634,10194.674,12784.046,12228.874,15801.408,18276.292,18626.006,16307.337,31093.299,27122.904,18697.481,60014.3394,0.126,-3.089,1539,180.764734,tr|A0A0C4DG98|A0A0C4DG98_HUMAN
PF3D7_1249900,chr12,38126.277,21921.812,20483.858,55303.23205,58258.79,68244.159,99164.669,103545.64,143340.786,130902.954,71439.071,25347.089,14603.63,16910.491,0,0.59,-2.445,256,876.3788732,tr|A0A7P0T9Y7|A0A7P0T9Y7_HUMAN
PF3D7_1250000,chr12,140537.152,94545.16,96937.48,28994.068,98124.388,114728.309,89786.956,86007.275,78670.769,44832.673,37153.208,54443.068,53558.919,57819.811,92761.7841,0.389,-2.563,62,0,
PF3D7_1250100,chr12,0,601.601,189.326,715.26625,127.057,36.524,303.038,502.749,872.597,440.139,760.541,50965.686,105220.779,60022.42,6852.3172,1,-0.976,1270,0,
PF3D7_1250200,chr12,6623.487,9488.883,13833.046,60268.19565,35869.279,38663.36,28514.873,26570.956,37644.306,50140.506,82439.204,90920.34,94238.808,103486.482,55555.8207,0.232,-2.7,284,866.2152069,sp|Q9P1W3|CSC1_HUMAN
PF3D7_1250300,chr12,25465.182,46664.877,58989.076,63525.00035,7785.488,27817.762,68731.361,129930.268,231513.602,141046.632,107143.233,119207.22,109759.054,110918.558,29794.3585,0.138,-2.677,20,5286.161616,sp|O75436|VP26A_HUMAN
PF3D7_1250400,chr12,2332.104,132.758,4084.445,7249.52745,751.67,237.124,4122.572,17493.875,33279.985,17014.968,12819.566,96114.477,181911.948,259685.961,83734.0358,0.641,-1.329,736,0,
PF3D7_1250500,chr12,84827.235,33592.447,66569.683,24858.28255,32860.343,55684.968,61487.442,82506.991,83372.574,44609.418,43132.419,140745.066,158570.84,96024.849,154008.2733,0.158,-2.647,16,5222.9,tr|H0YN38|H0YN38_HUMAN
PF3D7_1250600,chr12,17963.906,9330.821,12775.508,19972.8706,83306.641,39531.003,35709.992,48111.227,46528.331,30716.155,24115.845,76027.43,99679.957,50429.286,48746.3502,0.173,-2.672,282,1119.281885,sp|P49770|EI2BB_HUMAN
PF3D7_1250700,chr12,11090.507,17027.592,22069.883,5550.82015,16608.791,7942.672,16405.417,33707.868,30794.255,16948.379,15031.578,4413.188,4327.722,6079.584,0,0.147,-3.534,45,0,
PF3D7_1250800,chr12,8287.808,9555.406,14140.766,20013.461,14440.226,26009.001,51099.008,59045.899,53308.959,47035.381,24805.467,16208.36,9785.221,11332.489,48643.3158,1,-1.803,963,449.2975106,sp|Q9UNY4|TTF2_HUMAN
PF3D7_1250900,chr12,72775.906,30601.091,57480.65,2281.0039,1108.114,979.25,1564.073,2027.379,1280.807,3743.232,1373.706,3726.573,24987.83,16431.739,951.2703,0.999,-1.446,102,0,
PF3D7_1251000,chr12,0,21512.371,25922.064,2257.2926,3192.722,636.992,667.269,400.513,278.169,1051.589,2660.094,2717.821,9855.526,11831.069,0,0.985,-2.812,52,1612.904839,sp|Q9P035|HACD3_HUMAN
