Chr,Gene,Ring,ET,LT,Schizont,GII,GV,MIS,MFS,Number_of_Haplotypes,Number_of_Haplotypes_Above_25_Samples
chr13,PF3D7_1353900,113.0393,184.7375,457.1693,225.8249,256.9124,154.9311,0.167,-2.941,24,2
chr13,PF3D7_1354000,25.0155,5.838,2.2323,3.0342,6.5151,57.4326,1,0.629,439,15
chr13,PF3D7_1354100,25.3705,29.1107,10.9424,0,7.1158,18.9766,1,-1.927,219,4
chr13,PF3D7_1354200,49.2266,37.5671,82.2947,68.0219,31.7085,212.4556,1,-1.869,451,13
chr13,PF3D7_1354300,387.8958,577.3207,88.8339,11.4901,17.9795,41.54,0.133,-2.886,453,7
chr13,PF3D7_1354400,129.0422,267.0709,229.1181,167.146,176.8175,94.0052,0.251,-2.73,12,1
chr13,PF3D7_1354500,108.7508,351.1201,235.9043,48.2584,37.9062,35.2708,0.122,-3.107,78,3
chr13,PF3D7_1354600,88.2685,121.0374,16.0204,5.4439,45.5582,68.6962,0.119,-2.982,123,4
chr13,PF3D7_1354700,8.2241,1.4217,1.0872,4.4334,3.6614,14.0497,0.13,-2.891,225,15
chr13,PF3D7_1354800,16.058,8.505,12.3985,11.6034,23.5462,57.0738,1,-2.117,324,7
chr13,PF3D7_1354900,35.4659,54.8724,45.9484,33.458,31.8947,58.623,0.135,-2.816,416,24
chr13,PF3D7_1355100,31.1156,39.9388,637.2333,457.9222,13.5064,21.1188,0.122,-3.094,70,2
chr13,PF3D7_1355200,21.6619,4.5095,3.4486,0.7401,5.8678,15.3405,0.192,-3.327,518,18
chr13,PF3D7_1355300,56.9723,22.6917,19.2512,2.2113,14.6097,23.8639,0.131,-3.323,46,2
chr13,PF3D7_1355500,56.9033,98.7655,102.2839,17.0693,22.5549,42.0794,0.898,-2.949,255,11
chr13,PF3D7_1355600,21.7004,5.2133,7.7837,0,29.9208,63.7852,0.126,-3.05,403,25
chr13,PF3D7_1355700,140.2884,223.136,160.4729,69.3773,59.8046,91.2764,0.143,-2.928,698,11
chr13,PF3D7_1355800,57.1935,62.3534,45.6972,15.1908,107.7235,41.808,0.847,0,27,1
chr13,PF3D7_1355900,72.7381,39.6089,112.5075,13.864,88.6834,47.2819,1,0.991,267,10
chr13,PF3D7_1356000,30.0966,2.0719,5.7041,3.8766,13.233,400.317,1,-0.727,1197,24
chr13,PF3D7_1356100,24.9098,97.2925,208.3912,215.9021,134.5342,379.5411,1,-0.274,587,22
chr13,PF3D7_1356200,76.8663,131.5501,67.2003,22.7002,245.8553,151.374,0.12,-3.226,23,3
chr13,PF3D7_1356300,7.861,11.2112,313.3268,938.6443,470.0119,101.6269,0.122,-2.666,14,1
chr13,PF3D7_1356400,13.502,7.6587,44.3453,14.3297,10.3691,10.9875,0.16,-2.804,548,13
chr13,PF3D7_1356500,6.0165,3.5103,9.8429,0,28.9285,31.8766,0.189,-2.677,68,8
chr13,PF3D7_1356600,28.7153,34.4127,56.558,20.7094,26.432,17.8987,0.242,-2.782,51,1
chr13,PF3D7_1356700,11.6494,17.5204,12.4745,8.4779,62.2361,22.752,0.12,-3.042,102,3
chr13,PF3D7_1356800,22.7089,2.8647,61.7516,129.5319,13.4026,91.4961,1,-1.684,2833,28
chr13,PF3D7_1356900,132.9632,25.4923,95.9062,30.1532,25.6569,23.3217,0.999,-2.765,16,1
chr13,PF3D7_1357000,192.6328,1027.3584,552.3794,346.3073,100.0404,22.0906,0.184,-2.892,3,2
chr13,PF3D7_1357100,291.1883,1169.9143,484.7926,240.9401,113.6445,33.2565,0.184,-2.772,4,2
chr13,PF3D7_1357200,41.0972,22.2985,51.5686,17.5933,9.9632,27.4104,0.182,-3.308,267,9
chr13,PF3D7_1357300,15.3092,4.7637,1.8215,0,9.8145,11.4509,0.121,-2.981,39,3
chr13,PF3D7_1357400,38.2398,45.2748,36.6234,17.8392,16.669,55.7034,1,-1.684,739,24
chr13,PF3D7_1357500,28.123,29.8327,136.3151,92.2548,15.3659,15.0063,1,-0.306,214,13
chr13,PF3D7_1357600,44.6677,6.8133,14.5891,0,79.3105,213.638,0.123,-2.959,28,3
chr13,PF3D7_1357700,176.9626,152.5713,32.3048,2.0663,11.263,42.21,0.13,-2.866,802,27
chr13,PF3D7_1357800,545.3197,779.4695,499.6351,251.7793,51.2529,19.3499,0.119,-3.006,56,2
chr13,PF3D7_1357900,80.3572,277.1448,88.1486,7.8875,125.0682,138.9722,0.585,-2.388,114,6
chr13,PF3D7_1358000,38.2111,7.1251,58.7454,129.8416,21.6755,53.4038,0.551,-3.029,1384,37
chr13,PF3D7_1358100,661.2041,459.1808,121.429,25.46,50.7533,68.4266,0.173,-2.811,400,15
chr13,PF3D7_1358200,83.2654,74.0268,61.1042,21.5272,14.374,42.2894,0.13,-3.165,1641,31
chr13,PF3D7_1358300,43.4121,5.9327,24.081,11.385,43.7211,67.5267,0.174,-3.438,102,5
chr13,PF3D7_1358400,4.0915,4.0922,19.1247,7.0896,64.1706,69.9513,0.992,-2.599,26,3
chr13,PF3D7_1358500,39.301,72.5292,22.6341,1.0142,5.0257,6.602,0.177,-3.235,255,14
chr13,PF3D7_1358600,32.2269,16.1369,48.0399,44.9296,56.4003,1257.4322,1,1.384,703,25
chr13,PF3D7_1358700,77.6416,35.3851,62.0522,35.1961,103.6984,132.8017,0.148,-2.98,18,2
chr13,PF3D7_1358800,309.775,849.2596,346.4209,60.2177,362.2095,132.5932,0.168,-3.402,5,1
chr13,PF3D7_1358900,215.3894,136.1996,144.4338,84.028,41.8895,28.3952,0.195,-2.9,75,3
chr13,PF3D7_1359000,50.4618,76.1735,24.7188,3.1575,7.3013,35.4061,0.154,-3.196,2120,34
chr13,PF3D7_1359100,43.947,41.8552,41.5376,18.9305,14.482,45.3988,0.903,-3.001,393,7
chr13,PF3D7_1359200,11.477,19.5302,39.2591,17.4008,110.6538,91.6576,1,0.402,70,3
chr13,PF3D7_1359300,176.3045,147.2711,95.8805,14.1704,24.4693,41.1548,1,-1.136,504,9
chr13,PF3D7_1359400,315.1973,1000.088,628.1143,285.8777,137.8159,126.1749,0.305,-2.595,99,5
chr13,PF3D7_1359500,23.4841,16.1194,4.1091,0,11.0702,106.7715,1,1.831,160,8
chr13,PF3D7_1359600,22.9385,316.5702,212.9481,50.1495,22.24,44.1294,1,-2.788,1425,27
chr13,PF3D7_1359700,12.5436,3.824,22.0842,21.9993,3.9393,44.4465,1,-0.602,2338,37
chr13,PF3D7_1359800,31.7685,1.7652,20.9241,30.2757,90.0124,70.7206,0.212,-3.176,59,4
chr13,PF3D7_1359900,110.8075,78.006,100.6004,84.5629,12.3626,56.1544,1,-2.815,1248,22
chr13,PF3D7_1360000,14.6773,14.6799,117.2522,5.0864,1097.2084,477.4681,0.124,-3.107,30,2
chr13,PF3D7_1360100,56.9693,41.0171,72.109,29.404,85.9638,97.7151,1,-1.403,42,2
chr13,PF3D7_1360200,41.6237,108.2283,61.3964,19.3646,122.9134,51.1786,0.15,-2.813,57,3
chr13,PF3D7_1360300,9.1208,8.7647,6.0644,0,23.2171,36.1174,0.139,-3.007,264,10
chr13,PF3D7_1360400,32.7321,52.3807,35.6068,2.2687,155.1335,172.5465,0.154,-3.161,208,6
chr13,PF3D7_1360500,14.9796,3.423,7.9646,1.3627,9.9033,61.5074,1,-1.392,1328,28
chr13,PF3D7_1360700,58.6255,84.9812,144.1753,69.9425,17.9706,29.8195,0.124,-2.855,515,13
chr13,PF3D7_1360800,350.7096,409.8939,410.3555,125.8219,40.7875,73.8244,0.177,-3.277,373,11
chr13,PF3D7_1360900,17.305,18.89,444.5031,221.407,104.2305,47.6693,0.472,-2.639,30,1
chr13,PF3D7_1361000,89.2824,56.795,24.8565,16.0038,12.3358,12.9761,1,0.385,416,15
chr13,PF3D7_1361100,449.5454,134.8643,695.8952,981.0936,171.2968,49.0447,0.38,-2.463,205,9
chr13,PF3D7_1361200,109.167,151.8664,80.0584,45.33,23.3812,80.5784,0.199,-2.767,1432,26
chr13,PF3D7_1361300,11.477,4.4641,3.6983,1.1601,235.6783,1528.919,0.123,-3.105,130,6
chr13,PF3D7_1361400,19.1906,6.1471,35.5927,46.5534,175.497,1197.5858,1,0.697,20,1
chr13,PF3D7_1361500,5.6639,2.7827,44.5122,74.4834,18.633,11.1485,0.954,-1.934,84,3
chr13,PF3D7_1361500,0,0,0,0,0,0,0.954,-1.934,84,3
chr13,PF3D7_1361600,18.9418,2.105,41.8547,13.1286,294.9117,279.9886,0.18,-2.825,56,4
chr13,PF3D7_1361700,10.1162,2.4851,167.2407,65.8712,215.041,136.0673,0.123,-2.837,85,4
chr13,PF3D7_1361800,21.4671,6.0636,667.7338,966.8152,24.678,105.6658,0.12,-3.046,523,32
chr13,PF3D7_1361900,25.9564,45.9927,586.2076,200.5594,123.6475,128.234,0.234,-3.274,12,1
chr13,PF3D7_1362000,16.011,9.9642,97.536,45.0547,637.4253,240.3164,0.964,-2.185,73,4
chr13,PF3D7_1362100,25.1067,43.0681,30.2551,7.8083,177.9805,421.3295,0.666,-2.163,67,9
chr13,PF3D7_1362200,249.4272,328.642,147.8829,45.0477,43.9672,20.1684,1,-2.266,61,4
chr13,PF3D7_1362300,28.4007,27.6167,28.3003,8.612,42.1047,26.849,0.425,-3.115,61,1
chr13,PF3D7_1362400,104.2324,66.5705,83.8395,39.6484,27.925,130.5801,0.245,-2.707,1200,21
chr13,PF3D7_1362500,12.7925,2.7643,42.7023,24.9986,10.5362,88.8929,0.165,-3.267,462,14
chr13,PF3D7_1362600,25.54,4.8165,31.7689,16.8971,1533.7694,19364.204,1,-2.877,88,5
chr13,PF3D7_1362700,19.2323,3.8675,58.6857,7.2997,58.7126,108.1894,1,-1.065,52,0
chr13,PF3D7_1362800,18.1203,4.3463,43.2989,38.8287,5.4453,16.1263,1,-1.265,1307,36
chr13,PF3D7_1362900,15.9248,4.7516,8.4355,5.2919,15.9082,465.3959,1,-0.17,253,6
chr13,PF3D7_1363000,77.6131,29.9542,10.9167,0.7298,13.0178,26.5014,0.954,-2.783,627,13
chr13,PF3D7_1363100,42.5132,15.347,51.7396,24.266,16.7002,35.4476,0.246,-3.349,554,15
chr13,PF3D7_1363200,32.1065,22.9233,31.6593,6.4015,15.8603,15.9003,1,-0.753,171,3
chr13,PF3D7_1363300,62.66,17.8934,33.9736,1.9241,74.3666,82.069,0.12,-3.043,129,6
chr13,PF3D7_1363400,47.0175,20.2975,69.1587,25.0675,30.4322,63.0148,0.984,-2.564,570,16
chr13,PF3D7_1363500,8.7361,16.3606,83.9237,51.0186,22.2987,50.4197,1,-0.314,861,24
chr13,PF3D7_1363600,14.1107,23.0516,39.4542,20.5383,102.9009,75.0543,0.188,-3.31,148,4
chr13,PF3D7_1363700,25.1856,15.6738,47.7458,17.107,12.3788,34.0485,0.194,-2.633,403,11
chr13,PF3D7_1363800,9.5193,1.481,12.27,1.5395,25.1738,72.3892,1,0.055,258,11
chr13,PF3D7_1364000,27.0039,22.7574,60.41,25.93,25.0212,47.223,0.12,-3.034,235,11
chr13,PF3D7_1364100,21.4288,2.5429,327.1289,157.7114,14.5528,47.6926,1,1.157,824,46
chr13,PF3D7_1364200,64.789,41.1058,69.8783,26.5349,8.6308,21.9577,1,-1.285,1689,38
chr13,PF3D7_1364300,164.2406,134.1208,54.6356,31.4364,9.7075,37.3439,0.12,-2.978,601,14
chr13,PF3D7_1364400,78.593,137.0219,49.2347,16.8508,19.0853,27.2157,0.126,-3.128,1254,19
chr13,PF3D7_1364500,38.4435,38.33,39.9422,14.4484,7.3764,24.7499,0.161,-2.735,244,7
chr13,PF3D7_1364600,28.1378,8.498,69.1234,33.7275,18.5694,43.7437,0.152,-2.855,370,22
chr13,PF3D7_1364700,,,,,,,1,0.061,,
chr13,PF3D7_1364800,272.5331,235.1296,116.9736,11.0927,380.7303,122.9402,0.224,-2.651,15,1
chr13,PF3D7_1364900,21.175,5.4908,12.5971,0,8.673,14.0786,1,-0.852,91,4
chr13,PF3D7_1365000,204.9249,89.725,124.9083,81.4945,188.4482,99.1152,0.3,-2.627,259,3
chr13,PF3D7_1365100,189.0077,90.4813,126.8568,122.2677,424.875,128.8878,0.643,0,22,2
chr13,PF3D7_1365200,45.077,44.9905,14.1672,4.1264,89.2851,139.6024,0.978,0,9,1
chr13,PF3D7_1365300,65.6892,54.6401,38.9095,16.556,20.0536,54.0026,0.119,-3.043,505,20
chr13,PF3D7_1365400,13.3746,17.1366,9.8288,1.9085,22.0663,21.5771,0.12,-3.048,274,14
chr13,PF3D7_1365500,15.2659,33.5792,72.3407,11.4929,18.1393,42.8743,0.468,-2.673,105,5
chr13,PF3D7_1365600,107.4732,43.7365,80.0909,102.9865,51.4911,61.8245,1,-1.062,356,16
chr13,PF3D7_1365700,83.1093,84.4885,106.3752,114.5514,47.68,75.3503,0.988,-0.403,74,1
chr13,PF3D7_1365800,44.7439,66.0133,79.5489,106.0466,42.4503,30.7747,0.127,-2.953,56,3
chr13,PF3D7_1365900,527.8012,1379.3289,971.7216,361.2976,1900.0529,900.1113,0.119,0,3,1
chr13,PF3D7_1366000,33.228,24.1254,15.814,5.3737,118.0494,48.0968,0.231,-3.218,57,4
chr13,PF3D7_1366100,32.037,10.4325,32.799,39.7621,46.57,213.0042,0.31,0,20,3
chr13,PF3D7_1366200,45.7368,33.259,69.7969,19.2957,78.8809,155.7636,0.131,-3.202,44,2
chr13,PF3D7_1366300,153.286,226.4134,85.1667,16.674,22.0326,60.0423,0.855,-2.1,2211,22
chr13,PF3D7_1366400,361.799,1854.9364,1030.6276,4854.8643,72.7351,130.7008,0.133,-2.943,1076,39
chr13,PF3D7_1366500,18.6589,14.897,150.7294,42.8813,427.7209,318.509,0.119,-2.705,36,2
chr13,PF3D7_1366600,228.1128,283.3518,270.498,113.7972,137.5921,157.4751,0.134,-3.121,193,7
chr13,PF3D7_1366700,37.0056,36.3628,25.9542,4.7247,48.6964,139.3682,0.125,-3.296,392,14
chr13,PF3D7_1366800,26.4256,68.6965,54.7239,8.9259,54.4155,64.635,0.123,-3.123,381,47
chr13,PF3D7_1366900,1016.2786,540.3606,635.5197,271.3781,140.1538,152.6483,1,-2.329,415,19
chr13,PF3D7_1367000,82.5453,64.2133,125.4377,54.9888,230.3207,88.6854,0.336,-2.895,18,1
chr13,PF3D7_1367100,1040.7329,548.6754,547.3472,467.1753,117.2263,31.5193,0.336,-2.543,176,3
chr13,PF3D7_1367200,17.7392,3.7635,4.7969,1.956,70.4314,79.0751,0.999,-0.722,227,4
chr13,PF3D7_1367300,8.7859,6.8347,2.6134,0,114.0594,116.4648,0.976,-2.529,128,7
chr13,PF3D7_1367400,126.2683,120.636,29.7907,2.6124,13.3765,31.3254,0.12,-2.991,720,23
chr13,PF3D7_1367500,44.4488,13.0547,80.6772,39.6095,14.9021,156.2445,0.187,-3.347,100,11
chr13,PF3D7_1367600,45.1152,46.6274,21.8548,1.5635,70.2414,48.4753,0.202,-3.374,75,3
chr13,PF3D7_1367700,288.618,240.1147,156.1153,40.8923,18.9849,18.7425,0.127,-2.921,698,12
chr13,PF3D7_1367800,27.0888,2.6954,4.6846,0,1.7669,1.8325,1,-1.335,461,10
chr13,PF3D7_1367900,16.105,1.3423,8.2122,1.3953,1.3828,34.6566,1,-2.648,499,19
chr13,PF3D7_1368000,5.2028,3.2379,12.9998,2.5243,31.6871,52.3205,0.119,-2.837,33,1
chr13,PF3D7_1368100,64.0305,148.9698,579.491,562.3452,92.6459,26.6075,0.138,-3.032,12,2
chr13,PF3D7_1368200,514.04,331.1904,403.258,199.0556,70.7599,32.6154,0.127,-3.138,55,4
chr13,PF3D7_1368300,87.8379,81.471,90.0395,37.699,174.3506,228.8301,0.128,-3.08,105,4
chr13,PF3D7_1368400,66.768,67.5218,98.5446,44.7343,73.8883,193.9509,0.907,-1.192,77,2
chr13,PF3D7_1368500,10.0581,12.461,11.3024,9.9405,13.7322,39.4739,0.119,-3.068,401,8
chr13,PF3D7_1368600,49.5074,291.0543,87.3907,7.8752,199.0172,527.4652,0.92,-2.258,13,1
chr13,PF3D7_1368700,19.7073,38.646,87.6853,60.7546,20.7279,70.1205,0.209,-2.781,335,16
chr13,PF3D7_1368800,19.4295,9.1559,71.5748,30.3645,17.3666,51.4705,0.119,-3.061,1972,53
chr13,PF3D7_1368900,46.4508,33.2821,99.2632,51.1519,37.7137,179.5624,0.67,-2.452,212,8
chr13,PF3D7_1369000,14.5638,2.3514,46.7533,25.3307,18.2771,51.6125,0.119,-3.007,365,17
chr13,PF3D7_1369100,17.4757,13.5946,41.3254,5.2992,27.3085,78.9732,1,0.056,457,11
chr13,PF3D7_1369200,56.3468,46.2618,47.5837,14.7869,19.0624,137.8925,0.83,-2.983,1995,36
chr13,PF3D7_1369300,26.8705,4.7507,7.9927,0,39.4772,316.8739,0.157,-3.003,328,10
chr13,PF3D7_1369400,7.8168,9.8702,23.1837,6.3207,15.9779,32.5291,0.136,-3.177,3032,53
chr13,PF3D7_1369500,120.4684,89.6482,50.9369,7.2456,6.7817,17.1693,1,-1.925,327,12
chr13,PF3D7_1369600,41.9565,43.9678,57.5525,17.6643,23.8969,69.595,0.886,-2.985,358,13
chr13,PF3D7_1369700,71.6316,32.1655,24.2518,12.7147,96.6048,56.6281,0.77,-3.737,40,2
chr13,PF3D7_1369900,,,,,,,,,2,1
chr13,PF3D7_1370100,,,,,,,,,3,1
chr13,PF3D7_1370300,5513.9113,4632.8521,173.2583,72.3343,125.0404,37.6815,0.964,-2.237,51,12
chr13,PF3D7_1371500,3.805,1.6914,17.7853,2.6372,41.3813,41.7868,1,0.721,,
chr13,PF3D7_1371600,,,,,,,1,-0.014,,
chr13,PF3D7_1371700,17.2546,92.1517,36.9139,10.4643,14.8908,12.8234,1,-0.71,,
chr13,PF3D7_1371800,21.3968,399.477,73.6813,9.9818,19.125,18.4665,0.12,-3.246,,
chr13,PF3D7_1371900,8.5967,70.2187,12.7855,2.0854,0.6889,2.5006,0.893,-1.135,,
chr13,PF3D7_1372000,27.7805,25.0069,3.7775,1.9255,3.1803,2.9685,1,1.28,,
chr13,PF3D7_1372100,15.4893,2.5008,1.0432,0,15.2229,64.2434,1,-0.007,,
chr13,PF3D7_1372200,20123.1052,25645.8864,945.4384,532.0072,28.2017,21.0442,1,-1.811,,
chr13,PF3D7_1372300,102.1051,14.6213,2.5687,1.2323,0.2035,1.8998,0.771,-2.717,,
chr13,PF3D7_1372400,8.257,2.7927,25.6285,22.6429,0.5754,0.7459,1,-2.731,,
chr13,PF3D7_1372500,,,,,,,0.997,-1.624,,
chr13,PF3D7_1372600,18.6261,172.6675,9.6957,15.0614,0,1.29,0.899,-2.114,,
chr13,PF3D7_1372700,8.7447,57.8223,1.0404,2.1213,0,0,0.647,-2.358,,
chr13,PF3D7_1372800,10.028,4.3339,0.6629,0,0,0.463,0.999,-1.6,,
chr13,PF3D7_1372900,,,,,,,1,-2.241,,
chr13,PF3D7_1373000,8.9981,0.7,0.5353,0,2.1632,0.7478,0.261,-2.712,,
chr13,PF3D7_1373100,5.4604,7.7876,0.5414,0,2.9172,1.5127,0.608,-2.355,,
chr13,PF3D7_1373200,0,0,0,0,0,0,0.128,-2.88,,
chr13,PF3D7_1373300,16.3149,1.4102,0.5392,2.1987,0.7263,0,0.97,-1.903,,
chr13,PF3D7_1373400,115.4412,13.375,16.5602,3.9722,3.2805,1.3609,0.987,-2.172,,
chr13,PF3D7_1373500,184.3382,218.5521,12.1457,7.5367,5.6907,1.5984,,,,
chr14,PF3D7_1400100,,,,,,,0.95,-2.072,,
chr14,PF3D7_1400200,21.8472,20.2636,1.4997,2.0384,1.3467,0,0.36,-2.599,,
chr14,PF3D7_1400300,6.8443,3.0424,0,0,0,0,0.955,-2.191,,
chr14,PF3D7_1400400,16.2621,4.2169,1.0749,0,0,0,0.804,-2.149,,
chr14,PF3D7_1400500,9.1809,5.1942,0.4965,0,0,0.6937,0.95,-2.76,,
chr14,PF3D7_1400600,7.5342,3.9073,0.498,2.0307,0.6708,1.0436,1,-2.232,,
chr14,PF3D7_1400700,9.0952,3.5376,1.3527,0,1.8221,0,0.339,-2.3,,
chr14,PF3D7_1400800,25.2387,9.4241,1.8017,0,0,0,1,-2.876,,
chr14,PF3D7_1400900,,,,,,,0.183,-2.961,,
chr14,PF3D7_1401000,12.4174,2.4149,6.7716,0,0,0.86,1,-2.446,,
chr14,PF3D7_1401100,1091.0722,126.8792,41.509,1.4284,2.3593,2.3244,0.124,-2.979,396,32
chr14,PF3D7_1401200,28.1622,461.1593,212.2143,39.8516,9.7795,5.6563,0.225,-2.873,139,18
chr14,PF3D7_1401300,30.5247,29.7707,22.4958,4.4208,9.1274,26.6939,0.891,-3.073,140,15
chr14,PF3D7_1401400,3549.7154,1259.2306,291.1907,99.7706,42.3172,15.1916,1,0,61,9
chr14,PF3D7_1401500,34.4194,30.7421,4.8031,0,9.1941,16.9514,0.133,-2.987,20,5
chr14,PF3D7_1401600,431.1459,69.4945,338.7061,379.0902,44.6667,83.6573,1,-1.412,291,15
chr14,PF3D7_1401700,13.7632,5.3533,2.4563,0,3.3088,5.7192,0.127,-3.236,271,42
chr14,PF3D7_1401800,27.6907,53.3923,252.7313,132.6244,77.7609,104.6421,0.135,-2.947,69,4
chr14,PF3D7_1401900,7.616,5.667,13.9864,12.0491,92.6093,593.6047,1,-1.534,179,7
chr14,PF3D7_1402000,16.1834,14.7271,19.0734,0,110.112,125.8698,0.14,-3.249,366,10
chr14,PF3D7_1402100,27.3279,46.1541,17.327,2.6168,6.9157,20.1718,0.967,-0.51,1360,47
chr14,PF3D7_1402200,111.4172,36.4662,281.2962,685.5909,1576.6518,2072.4322,0.128,-2.667,65,3
chr14,PF3D7_1402300,82.4383,105.5527,241.3976,119.834,24.9343,59.9826,0.185,-2.939,187,9
chr14,PF3D7_1402400,98.9185,77.7689,90.1485,22.975,36.6833,79.3676,0.135,-2.885,297,9
chr14,PF3D7_1402500,240.1226,247.1304,91.3492,27.5571,216.596,223.4909,0.14,-2.905,46,2
chr14,PF3D7_1402700,57.5837,145.3444,70.4248,13.7891,19.8049,27.2149,1,-2.057,267,12
chr14,PF3D7_1402800,91.4561,489.8807,349.0132,299.9566,48.9692,50.956,0.961,-1.778,1270,30
chr14,PF3D7_1402900,11.7122,13.2258,33.04,4.5826,16.0465,32.9695,0.138,-3.166,491,12
chr14,PF3D7_1403000,4.7029,1.6629,3.3064,0,51.3912,70.708,0.968,-2.028,305,13
chr14,PF3D7_1403100,29.3164,30.3241,265.4398,159.4276,107.0098,71.5541,0.36,-2.538,1540,29
chr14,PF3D7_1403200,13.4742,1.2332,4.7152,0,356.3255,918.9166,1,-1.113,179,16
chr14,PF3D7_1403300,10.5824,0.7484,2.2893,0,12.849,41.4428,1,-1.856,667,14
chr14,PF3D7_1403400,7.4677,1.7875,23.238,6.2707,27.1596,85.8141,1,-0.61,425,20
chr14,PF3D7_1403500,7.0732,3.9303,24.9467,22.061,40.8921,97.4146,1,-1.192,119,3
chr14,PF3D7_1403600,5.5394,2.6932,42.0162,21.8362,163.1349,161.4174,1,-0.523,67,3
chr14,PF3D7_1403700,6.6338,2.0642,16.312,5.3642,148.495,98.687,1,0.347,107,12
chr14,PF3D7_1403800,31.3102,21.5121,18.3546,7.7617,10.9887,124.9793,1,-0.549,1183,30
chr14,PF3D7_1403900,29.0817,146.3578,64.9663,14.3975,144.1104,219.4981,0.172,-2.825,49,4
chr14,PF3D7_1404000,30.8802,54.9079,44.6146,17.8359,341.7335,2025.6338,0.361,-2.59,41,1
chr14,PF3D7_1404100,86.4991,296.6102,193.0727,58.7534,573.9459,304.519,0.125,-3.201,8,2
chr14,PF3D7_1404200,13.8613,4.0436,7.2154,2.1016,104.1369,749.8779,0.992,-1.804,47,2
chr14,PF3D7_1404300,36.7621,5.7196,157.4633,379.012,160.5558,328.4399,1,-1.996,65,12
chr14,PF3D7_1404400,10.1214,12.4665,53.6894,20.4608,100.7102,25.2353,0.153,-2.839,67,3
chr14,PF3D7_1404500,142.2942,94.1097,60.8728,21.978,21.7809,71.5311,0.137,-2.912,185,5
chr14,PF3D7_1404600,0.8082,0,1.0818,0.4902,14.8966,16.4567,1,-2.864,259,8
chr14,PF3D7_1404600,0,0,0,0,0,0,1,-2.864,259,8
chr14,PF3D7_1404600,0,0,0,0,0,0,1,-2.864,259,8
chr14,PF3D7_1404700,37.3908,5.3865,11.9458,8.3985,6.6586,45.4616,0.192,-3.297,227,34
chr14,PF3D7_1404800,777.1902,235.9197,39.7899,6.1122,7.1587,13.8016,1,-2.062,941,23
chr14,PF3D7_1404900,231.2774,223.8145,212.6884,53.0182,151.877,442.9816,0.738,-3.131,73,3
chr14,PF3D7_1405000,62.7241,15.74,37.716,15.5431,5.9453,21.0199,0.122,-3.073,366,14
chr14,PF3D7_1405100,45.4012,53.0681,49.5864,24.2865,16.9787,42.0861,1,-2.027,419,17
chr14,PF3D7_1405200,3.0286,5.3011,15.7653,18.3676,52.7881,52.2291,0.18,-2.632,74,5
chr14,PF3D7_1405300,16.6134,11.4326,39.5334,23.2509,7.9368,26.8178,1,-2.403,640,19
chr14,PF3D7_1405400,17.8446,26.7947,35.4271,5.0335,7.15,12.4162,1,-0.847,721,18
chr14,PF3D7_1405500,102.2775,59.3814,39.4752,3.6309,34.7836,98.6847,1,-0.345,320,11
chr14,PF3D7_1405600,87.7202,38.1493,262.9795,102.2089,210.3334,100.7441,0.12,-2.846,21,1
chr14,PF3D7_1405700,37.7211,59.9312,74.3577,61.2623,42.0122,144.7925,0.241,-2.592,410,12
chr14,PF3D7_1405800,425.0696,249.2296,60.5456,5.3031,23.3578,49.5587,0.643,-2.42,707,16
chr14,PF3D7_1405900,150.0075,199.425,44.0915,11.6988,33.1545,50.7326,0.987,-2.743,556,18
chr14,PF3D7_1406000,77.8975,90.4925,95.7723,22.6761,155.644,184.2921,1,-1.56,29,1
chr14,PF3D7_1406100,62.9451,54.4269,36.0542,17.5969,17.064,58.6333,1,-1.579,1163,26
chr14,PF3D7_1406200,297.3823,429.322,154.4148,35.4149,49.2835,80.8709,0.135,-2.866,1177,23
chr14,PF3D7_1406300,36.5997,91.3737,231.4046,138.34,11.9365,9.196,0.139,-3.15,197,9
chr14,PF3D7_1406400,18.2319,8.0498,60.6803,25.1023,10.6616,48.7332,0.198,-3.327,178,4
chr14,PF3D7_1406500,15.3156,3.8492,4.6257,0.5716,3.21,17.5263,1,-1.636,494,9
chr14,PF3D7_1406600,16.0063,35.7583,131.7238,67.2038,7.2357,30.3573,0.155,-3.209,704,25
chr14,PF3D7_1406700,12.6604,11.6394,53.4067,30.7122,139.7322,129.8499,0.185,-2.635,39,4
chr14,PF3D7_1406800,10.3741,4.891,511.8653,687.1045,692.2776,357.8025,0.48,-2.163,17,1
chr14,PF3D7_1406900,3.8879,4.3687,16.1907,11.5275,21.4634,41.1084,0.119,-2.957,99,4
chr14,PF3D7_1407000,15.8064,8.1974,11.667,4.9705,52.543,124.31,1,-0.785,286,9
chr14,PF3D7_1407100,437.195,1130.5969,306.3093,183.1503,86.5326,41.7703,0.902,-2.36,64,4
chr14,PF3D7_1407200,50.5086,49.6313,51.8718,9.0282,22.5812,75.3378,0.163,-3.332,88,5
chr14,PF3D7_1407300,172.7844,284.1194,253.2465,49.487,36.4376,49.7388,0.242,-2.646,295,8
chr14,PF3D7_1407400,42.1156,40.173,39.0734,17.0277,249.5081,223.1364,0.185,-2.718,126,4
chr14,PF3D7_1407500,78.5347,50.2413,25.8192,3.7601,149.884,144.2792,0.142,-3.085,56,4
chr14,PF3D7_1407600,62.0186,9.4572,13.1019,1.7096,28.0971,33.1661,1,-1.443,1781,40
