QueryIsoform	QueryID	TargetID	Identity	Coverage	QueryLength	MisMatch	Gaps	Evalue	BitScore	ManualScore
PF3D7_1340800.1-p1	PF3D7_1340800	sp|Q9Y5U8|MPC1_HUMAN	46.512	86	106	46	0	3.49E-25	92	3773.61509433962
PF3D7_1340900.1-p1	PF3D7_1340900	sp|Q8WUM9|S20A1_HUMAN	27.211	735	687	399	20	8.11E-74	252	2911.22052401747
PF3D7_1341200.1-p1	PF3D7_1341200	sp|Q02543|RL18A_HUMAN	49.711	173	184	86	1	2.03E-63	194	4673.91467391304
PF3D7_1341300.1-p1	PF3D7_1341300	sp|Q07020|RL18_HUMAN	56.915	188	187	78	2	2.72E-58	181	5721.93582887701
PF3D7_1341600.1-p1	PF3D7_1341600	sp|Q92521|PIGB_HUMAN	35.652	115	786	71	2	1.58E-15	81.6	521.625954198473
PF3D7_1341900.1-p1	PF3D7_1341900	sp|Q9Y5K8|VATD_HUMAN	42.915	247	247	140	1	3.67E-63	198	4291.5
PF3D7_1342000.1-p1	PF3D7_1342000	sp|P62753|RS6_HUMAN	54.618	249	306	112	1	1.21E-87	263	4444.40588235294
PF3D7_1342100.1-p1	PF3D7_1342100	sp|P21399|ACOHC_HUMAN	53.356	894	909	402	9	0	1003	5247.55379537954
PF3D7_1342400.1-p1	PF3D7_1342400	sp|P67870|CSK2B_HUMAN	41.463	205	385	101	3	3.75E-50	168	2207.77012987013
PF3D7_1342600.1-p1	PF3D7_1342600	tr|D6RGD1|D6RGD1_HUMAN	32.698	734	818	449	13	4.66E-120	383	2934.02591687042
PF3D7_1342700.1-p1	PF3D7_1342700	sp|P53803|RPAB4_HUMAN	41.304	46	58	27	0	4E-10	50.4	3275.83448275862
PF3D7_1342900.1-p1	PF3D7_1342900	sp|P18583|SON_HUMAN	19.753	162	3858	117	4	0.000000174	58.9	82.944167962675
PF3D7_1343200.1-p1	PF3D7_1343200	sp|Q7Z4G4|TRM11_HUMAN	28.738	428	517	233	14	5.2E-40	151	2379.08394584139
PF3D7_1343400.1-p1	PF3D7_1343400	sp|Q9UNY4|TTF2_HUMAN	28.846	416	1452	188	10	5.42E-39	160	826.441873278237
PF3D7_1343600.1-p1	PF3D7_1343600	sp|Q3KQV9|UAP1L_HUMAN	27.042	355	593	220	6	1.59E-36	144	1618.8718381113
PF3D7_1343700.1-p1	PF3D7_1343700	tr|Q68DU9|Q68DU9_HUMAN	30.333	300	726	197	8	9E-37	144	1253.42975206612
PF3D7_1343800.1-p1	PF3D7_1343800	sp|Q5THJ4|VP13D_HUMAN	27.374	179	7594	119	4	0.00000000301	65.9	64.5239136160127
PF3D7_1343900.1-p1	PF3D7_1343900	sp|O43172|PRP4_HUMAN	33.333	216	648	142	2	1.23E-37	147	1111.1
PF3D7_1344000.1-p1	PF3D7_1344000	tr|H0Y695|H0Y695_HUMAN	31.056	161	841	111	0	1.52E-18	89	594.532223543401
PF3D7_1344100.1-p1	PF3D7_1344100	sp|Q8N573|OXR1_HUMAN	26.852	108	805	79	0	0.00000000601	60.8	360.250434782609
PF3D7_1344200.1-p1	PF3D7_1344200	tr|A0A087X054|A0A087X054_HUMAN	24.862	905	932	566	27	7.32E-59	219	2414.17489270386
PF3D7_1344300.1-p1	PF3D7_1344300	sp|Q9H992|MARH7_HUMAN	40	65	1426	33	1	0.00000000276	62.8	182.328190743338
PF3D7_1344400.1-p1	PF3D7_1344400	sp|Q9P127|LUZP4_HUMAN	31.25	80	490	55	0	0.000000414	52.8	510.204081632653
PF3D7_1344500.1-p1	PF3D7_1344500	tr|H3BNM8|H3BNM8_HUMAN	25.641	117	274	81	4	0.000000221	51.2	1094.88941605839
PF3D7_1344600.1-p1	PF3D7_1344600	sp|O43766|LIAS_HUMAN	60.825	291	415	109	1	2.14E-133	388	4265.07831325301
PF3D7_1344800.1-p1	PF3D7_1344800	tr|H7C2E4|H7C2E4_HUMAN	39.189	296	375	149	3	3.55E-74	233	3093.3184
PF3D7_1345100.1-p1	PF3D7_1345100	sp|Q99757|THIOM_HUMAN	32.039	103	157	62	4	3.39E-10	56.2	2101.92165605096
PF3D7_1345500.1-p1	PF3D7_1345500	sp|Q96B02|UBE2W_HUMAN	40.132	152	278	85	4	5.42E-28	106	2194.26762589928
PF3D7_1345700.1-p1	PF3D7_1345700	sp|P48735|IDHP_HUMAN	64.764	403	468	141	1	0	566	5576.9
PF3D7_1346100.1-p1	PF3D7_1346100	tr|B4DR61|B4DR61_HUMAN	66.596	473	472	153	3	0	649	6673.7093220339
PF3D7_1346200.1-p1	PF3D7_1346200	sp|Q9HD47|MOG1_HUMAN	25.946	185	168	117	7	4.62E-15	70.1	2857.14880952381
PF3D7_1346300.1-p1	PF3D7_1346300	sp|Q8N5L8|RP25L_HUMAN	25.984	127	211	60	2	0.000000105	50.8	1563.96587677725
PF3D7_1346400.1-p1	PF3D7_1346400	sp|Q96RL7|VP13A_HUMAN	30.455	220	5988	143	5	7E-18	94	111.89211756847
PF3D7_1347000.1-p1	PF3D7_1347000	sp|Q96MX6|DAA10_HUMAN	36.986	365	363	216	4	1.15E-80	251	3718.97796143251
PF3D7_1347100.1-p1	PF3D7_1347100	sp|Q13472|TOP3A_HUMAN	38.978	372	710	220	3	2.65E-89	301	2042.2276056338
PF3D7_1347700.1-p1	PF3D7_1347700	tr|I3L1L9|I3L1L9_HUMAN	39.773	176	573	99	4	2.13E-34	133	1221.64886561955
PF3D7_1347800.1-p1	PF3D7_1347800	sp|Q8NEP3|DAAF1_HUMAN	36.681	229	256	138	3	4.32E-34	130	3281.230078125
PF3D7_1348100.1-p1	PF3D7_1348100	sp|O00194|RB27B_HUMAN	32.609	92	224	59	1	0.0000000185	53.9	1339.29821428571
PF3D7_1348300.1-p1	PF3D7_1348300	tr|A0A3B3ITU1|A0A3B3ITU1_HUMAN	40.594	202	1394	94	4	1.83E-41	157	588.234433285509
PF3D7_1348500.1-p1	PF3D7_1348500	tr|A0A0A0MRY0|A0A0A0MRY0_HUMAN	44.207	328	347	175	5	3.2E-96	295	4178.64438040346
PF3D7_1348700.1-p1	PF3D7_1348700	sp|Q8N1V2|CFA52_HUMAN	21.44	639	715	427	12	1.67E-47	179	1916.10629370629
PF3D7_1349200.1-p1	PF3D7_1349200	tr|V9GYZ6|V9GYZ6_HUMAN	39.747	712	863	355	18	7.66E-159	490	3279.2426419467
PF3D7_1349300.1-p1	PF3D7_1349300	tr|F8VUG4|F8VUG4_HUMAN	30.705	241	1807	140	6	1.48E-23	106	409.513281682346
PF3D7_1349400.1-p1	PF3D7_1349400	sp|Q7Z6V5|ADAT2_HUMAN	40.909	88	232	42	3	2.49E-14	69.7	1551.72068965517
PF3D7_1349800.1-p1	PF3D7_1349800	sp|Q9UHW5|GPN3_HUMAN	37.383	214	439	106	4	1.06E-36	136	1822.31480637813
PF3D7_1350000.1-p1	PF3D7_1350000	tr|A0A1B0GVM0|A0A1B0GVM0_HUMAN	27.778	162	267	92	6	0.0000000902	53.9	1685.40674157303
PF3D7_1350100.1-p1	PF3D7_1350100	sp|Q15046|SYK_HUMAN	54.971	513	583	226	4	0	582	4837.07084048027
PF3D7_1350200.1-p1	PF3D7_1350200	sp|P62304|RUXE_HUMAN	56.471	85	93	37	0	2.72E-34	114	5161.32795698925
PF3D7_1350400.1-p1	PF3D7_1350400	sp|Q13564|ULA1_HUMAN	22.951	183	706	128	6	0.00000189	52.4	594.90552407932
PF3D7_1351000.1-p1	PF3D7_1351000	sp|Q9UKF7|PITC1_HUMAN	35.472	265	1860	153	4	1.96E-49	180	505.38064516129
PF3D7_1351100.1-p1	PF3D7_1351100	sp|Q9NWV4|CZIB_HUMAN	26.752	157	156	111	4	4.19E-17	74.3	2692.34871794872
PF3D7_1351400.1-p1	PF3D7_1351400	tr|J3KRX5|J3KRX5_HUMAN	54.438	169	203	77	0	1.78E-60	187	4532.03054187192
PF3D7_1351600.1-p1	PF3D7_1351600	sp|Q14409|GLPK3_HUMAN	38.78	508	501	291	12	5.21E-118	358	3932.18363273453
PF3D7_1352100.1-p1	PF3D7_1352100	tr|A0A5F9ZA98|A0A5F9ZA98_HUMAN	32.24	366	1049	229	5	5.08E-54	203	1124.86558627264
PF3D7_1352200.1-p1	PF3D7_1352200	sp|Q9BQ87|TBL1Y_HUMAN	27.322	183	464	118	6	3.64E-10	63.2	1077.57025862069
PF3D7_1352500.1-p1	PF3D7_1352500	tr|H7BZJ3|H7BZJ3_HUMAN	37.037	108	208	66	1	1.91E-21	87	1923.075
PF3D7_1352600.1-p1	PF3D7_1352600	tr|A0A087X102|A0A087X102_HUMAN	24.576	236	422	144	7	2.29E-15	77.8	1374.39241706161
PF3D7_1352700.1-p1	PF3D7_1352700	sp|O60306|AQR_HUMAN	43.733	375	2533	202	3	4.55E-91	330	647.44867745756
PF3D7_1352800.1-p1	PF3D7_1352800	tr|A0A0A0MSQ9|A0A0A0MSQ9_HUMAN	27.387	398	884	256	8	6.32E-43	166	1233.03461538462
PF3D7_1353500.1-p1	PF3D7_1353500	sp|Q13889|TF2H3_HUMAN	25.234	321	326	187	11	1.28E-20	91.3	2484.69754601227
PF3D7_1353600.1-p1	PF3D7_1353600	sp|P33947|ERD22_HUMAN	45.833	216	221	112	3	1.92E-60	189	4479.60542986425
PF3D7_1353800.1-p1	PF3D7_1353800	sp|P25789|PSA4_HUMAN	53.586	237	246	109	1	9.87E-89	264	5162.55365853659
PF3D7_1353900.1-p1	PF3D7_1353900	sp|O14818|PSA7_HUMAN	51.092	229	241	109	3	1.44E-81	245	4854.8
PF3D7_1354200.1-p1	PF3D7_1354200	tr|E9PGZ4|E9PGZ4_HUMAN	32.603	411	803	206	13	1.07E-55	200	1668.72141967621
PF3D7_1354300.1-p1	PF3D7_1354300	sp|Q8IY81|SPB1_HUMAN	38.992	377	1019	169	7	1E-77	273	1442.58920510304
PF3D7_1354400.1-p1	PF3D7_1354400	sp|Q99437|VATO_HUMAN	44.693	179	181	84	4	1.15E-44	147	4419.91546961326
PF3D7_1354500.1-p1	PF3D7_1354500	sp|P30520|PURA2_HUMAN	46.028	428	442	218	7	4E-126	374	4457.00995475113
PF3D7_1354600.1-p1	PF3D7_1354600	sp|P18124|RL7_HUMAN	20.755	212	252	154	5	0.0000404	44.7	1746.05555555556
PF3D7_1355100.1-p1	PF3D7_1355100	sp|Q14566|MCM6_HUMAN	38.624	712	929	390	12	5.62E-151	467	2960.2032292788
PF3D7_1355300.1-p1	PF3D7_1355300	sp|Q9H7B4|SMYD3_HUMAN	27.817	284	509	163	10	7.83E-20	92.8	1552.06836935167
PF3D7_1355500.1-p1	PF3D7_1355500	sp|P53041|PPP5_HUMAN	43.644	472	658	253	5	9.49E-136	408	3130.69422492401
PF3D7_1355700.1-p1	PF3D7_1355700	tr|A0A0J9YWJ4|A0A0J9YWJ4_HUMAN	29.861	144	1288	78	4	9.04E-13	73.9	333.849689440994
PF3D7_1355800.1-p1	PF3D7_1355800	sp|Q9BWJ5|SF3B5_HUMAN	53.75	80	86	37	0	5.96E-30	102	5000
PF3D7_1355900.1-p1	PF3D7_1355900	sp|P57060|RWD2B_HUMAN	41.558	77	405	45	0	1.06E-12	69.3	790.115061728395
PF3D7_1356300.1-p1	PF3D7_1356300	sp|P61086|UBE2K_HUMAN	46.114	193	202	100	2	2.87E-51	164	4405.94158415842
PF3D7_1356400.1-p1	PF3D7_1356400	sp|Q06190|P2R3A_HUMAN	30.625	320	1006	212	6	1.21E-42	170	974.155069582505
PF3D7_1356600.1-p1	PF3D7_1356600	tr|A0A0J9YVP0|A0A0J9YVP0_HUMAN	24.551	334	480	181	16	1.54E-15	80.9	1708.34041666667
PF3D7_1356700.1-p1	PF3D7_1356700	sp|Q9UBS3|DNJB9_HUMAN	47.368	57	198	30	0	3.52E-11	61.2	1363.62424242424
PF3D7_1356800.1-p1	PF3D7_1356800	sp|Q9Y2K2|SIK3_HUMAN	32.8	250	4044	163	4	4.62E-33	142	202.769535113749
PF3D7_1356900.1-p1	PF3D7_1356900	sp|P24941|CDK2_HUMAN	63.194	288	288	104	2	1.06E-129	371	6319.4
PF3D7_1357000.1-p1	PF3D7_1357000	sp|P68104|EF1A1_HUMAN	68.928	457	443	128	2	0	659	7110.63115124153
PF3D7_1357100.1-p1	PF3D7_1357100	sp|P68104|EF1A1_HUMAN	68.928	457	443	128	2	0	659	7110.63115124153
PF3D7_1357200.1-p1	PF3D7_1357200	tr|H3BTB7|H3BTB7_HUMAN	36.308	325	574	201	3	1.28E-73	244	2055.76655052265
PF3D7_1357500.1-p1	PF3D7_1357500	sp|Q5FWF4|ZRAB3_HUMAN	37.05	556	906	287	18	2.7E-106	354	2273.70860927152
PF3D7_1357700.1-p1	PF3D7_1357700	tr|A0A0A0MTB8|A0A0A0MTB8_HUMAN	20.197	916	1218	538	35	1.03E-19	96.7	1518.92052545156
PF3D7_1357800.1-p1	PF3D7_1357800	sp|P50991|TCPD_HUMAN	59.574	517	529	200	5	0	607	5822.26049149338
PF3D7_1357900.1-p1	PF3D7_1357900	sp|Q53H96|P5CR3_HUMAN	30.189	265	262	178	2	1.02E-52	173	3053.46755725191
PF3D7_1358000.1-p1	PF3D7_1358000	tr|A0A0C4DG51|A0A0C4DG51_HUMAN	34.899	149	2012	93	3	4.5E-19	95.1	258.446868787276
PF3D7_1358500.1-p1	PF3D7_1358500	tr|H7C0E5|H7C0E5_HUMAN	33.6	250	613	141	6	6.91E-33	131	1370.30995106036
PF3D7_1358600.1-p1	PF3D7_1358600	sp|P26651|TTP_HUMAN	35.065	77	1005	47	3	0.000014	49.3	268.657213930348
PF3D7_1358700.1-p1	PF3D7_1358700	sp|Q9BRK0|REEP2_HUMAN	33.028	109	153	66	2	8.15E-10	56.2	2352.97516339869
PF3D7_1358800.1-p1	PF3D7_1358800	sp|P62277|RS13_HUMAN	65.563	151	151	52	0	6.35E-73	216	6556.3
PF3D7_1358900.1-p1	PF3D7_1358900	sp|P55039|DRG2_HUMAN	59.29	366	367	145	2	1.44E-153	437	5912.8446866485
PF3D7_1359100.1-p1	PF3D7_1359100	sp|Q969G6|RIFK_HUMAN	40.426	141	707	72	4	2.82E-22	94.7	806.232814710043
PF3D7_1359200.1-p1	PF3D7_1359200	tr|E7ES08|E7ES08_HUMAN	33.75	80	252	47	1	0.000000647	49.3	1071.42857142857
PF3D7_1359300.1-p1	PF3D7_1359300	tr|G3V1J5|G3V1J5_HUMAN	36.834	619	1073	347	17	2.61E-108	357	2124.9064305685
PF3D7_1359400.1-p1	PF3D7_1359400	tr|A0A0C4DGR1|A0A0C4DGR1_HUMAN	33.591	259	509	140	6	1.82E-35	135	1709.24734774067
PF3D7_1359800.1-p1	PF3D7_1359800	sp|P40616|ARL1_HUMAN	31.092	119	203	74	3	3.27E-11	60.5	1822.63448275862
PF3D7_1360100.1-p1	PF3D7_1360100	tr|K7EQ03|K7EQ03_HUMAN	59.434	106	180	43	0	6.92E-41	143	3500.00222222222
PF3D7_1360200.1-p1	PF3D7_1360200	sp|Q9P0I2|EMC3_HUMAN	32.937	252	257	156	4	6.25E-39	137	3229.62023346303
PF3D7_1360500.1-p1	PF3D7_1360500	tr|H7C1A6|H7C1A6_HUMAN	29.545	220	3179	136	4	3.33E-25	109	204.463667820069
PF3D7_1360700.1-p1	PF3D7_1360700	sp|Q8NF64|ZMIZ2_HUMAN	27.66	188	1130	121	5	5E-12	71.6	460.18407079646
PF3D7_1360800.1-p1	PF3D7_1360800	tr|H0Y4F7|H0Y4F7_HUMAN	27.065	569	1193	337	15	2.27E-50	189	1290.86211232188
PF3D7_1360900.1-p1	PF3D7_1360900	sp|Q4VXU2|PAP1L_HUMAN	27.368	285	389	180	6	2.75E-20	93.6	2005.11053984576
PF3D7_1361000.1-p1	PF3D7_1361000	sp|O14744|ANM5_HUMAN	33.028	654	724	326	19	7.7E-103	329	2983.46850828729
PF3D7_1361100.1-p1	PF3D7_1361100	sp|O95486|SC24A_HUMAN	32.375	800	940	455	16	1.34E-135	434	2755.31914893617
PF3D7_1361400.1-p1	PF3D7_1361400	tr|E9PP50|E9PP50_HUMAN	29.577	142	143	82	5	2.12E-11	58.9	2937.01678321678
PF3D7_1361500.1-p1	PF3D7_1361500	tr|F8W0V2|F8W0V2_HUMAN	37.5	56	366	32	2	0.0000275	42.7	573.770491803279
PF3D7_1361500.2-p1	PF3D7_1361500	sp|Q7Z5H3|RHG22_HUMAN	39.286	56	111	28	3	0.000000243	48.5	1981.9963963964
PF3D7_1361700.1-p1	PF3D7_1361700	sp|P00403|COX2_HUMAN	47.619	42	228	22	0	0.00000151	48.5	877.192105263158
PF3D7_1361900.1-p1	PF3D7_1361900	sp|P12004|PCNA_HUMAN	36.059	269	274	161	2	5.72E-61	194	3540.09890510949
PF3D7_1362100.1-p1	PF3D7_1362100	sp|P63104|1433Z_HUMAN	24.017	229	273	172	2	8.48E-18	81.3	2014.61282051282
PF3D7_1362200.1-p1	PF3D7_1362200	sp|Q9Y230|RUVB2_HUMAN	67.544	456	483	144	1	0	664	6376.8248447205
PF3D7_1362300.1-p1	PF3D7_1362300	sp|Q9UM00|TMCO1_HUMAN	30.864	162	189	110	1	1.43E-20	86.3	2645.48571428571
PF3D7_1362400.1-p1	PF3D7_1362400	sp|Q9Y6W3|CAN7_HUMAN	44.318	176	2048	88	4	1.73E-34	145	380.8578125
PF3D7_1362500.1-p1	PF3D7_1362500	sp|Q8N9H8|MUT7_HUMAN	38.182	55	713	34	0	0.00000287	52	294.531556802244
PF3D7_1362900.1-p1	PF3D7_1362900	sp|Q8IU80|TMPS6_HUMAN	22.845	232	1636	135	12	0.000000207	57	323.963325183374
PF3D7_1363200.1-p1	PF3D7_1363200	sp|Q96T60|PNKP_HUMAN	24.13	431	462	245	10	1.73E-32	130	2251.08874458874
PF3D7_1363400.1-p1	PF3D7_1363400	sp|Q9Y263|PLAP_HUMAN	20.516	775	905	435	26	2.69E-32	135	1756.89502762431
PF3D7_1363500.1-p1	PF3D7_1363500	sp|Q5VTE6|ANGE2_HUMAN	24.207	347	836	162	11	7.09E-13	73.2	1004.76423444976
PF3D7_1364200.1-p1	PF3D7_1364200	tr|H0YCR0|H0YCR0_HUMAN	24.494	445	1813	242	21	0.0000000265	60.5	601.204081632653
PF3D7_1364300.1-p1	PF3D7_1364300	sp|Q92620|PRP16_HUMAN	43.724	972	1151	423	15	0	828	3692.41772371851
PF3D7_1364500.1-p1	PF3D7_1364500	sp|Q06265|EXOS9_HUMAN	31.801	261	477	178	0	9.9E-38	144	1740.05471698113
PF3D7_1364600.1-p1	PF3D7_1364600	tr|A0A5F9UN28|A0A5F9UN28_HUMAN	24.409	254	880	170	9	3.27E-14	76.6	704.5325
PF3D7_1364800.1-p1	PF3D7_1364800	sp|P19388|RPAB1_HUMAN	45.894	207	205	107	2	6.14E-63	195	4634.17463414634
PF3D7_1364900.1-p1	PF3D7_1364900	sp|P22830|HEMH_HUMAN	27.729	339	350	216	10	2.24E-26	109	2685.75171428571
PF3D7_1365400.1-p1	PF3D7_1365400	sp|O95396|MOCS3_HUMAN	32.52	246	584	157	4	3.01E-35	139	1369.84931506849
PF3D7_1365500.1-p1	PF3D7_1365500	sp|P48728|GCST_HUMAN	34.555	382	406	235	7	3.54E-73	235	3251.23399014778
PF3D7_1365900.1-p1	PF3D7_1365900	sp|P62987|RL40_HUMAN	92.188	128	128	10	0	1.02E-84	244	9218.8
PF3D7_1366100.1-p1	PF3D7_1366100	sp|O43805|SSNA1_HUMAN	47.525	101	127	52	1	2.72E-21	83.2	3779.54724409449
PF3D7_1366500.1-p1	PF3D7_1366500	sp|P22392|NDKB_HUMAN	61.905	147	149	56	0	3.88E-68	204	6107.40604026846
PF3D7_1366600.1-p1	PF3D7_1366600	sp|P08240|SRPRA_HUMAN	36.111	648	576	328	19	4.15E-115	356	4062.4875
PF3D7_1366800.1-p1	PF3D7_1366800	tr|A0A0J9YWQ2|A0A0J9YWQ2_HUMAN	29.412	272	357	163	7	1.5E-29	118	2240.91428571429
PF3D7_1367000.1-p1	PF3D7_1367000	sp|P63208|SKP1_HUMAN	44.304	158	162	83	2	1.09E-37	127	4321.00740740741
PF3D7_1367100.1-p1	PF3D7_1367100	sp|P08621|RU17_HUMAN	42.391	184	423	97	4	3.76E-35	135	1843.95839243499
PF3D7_1367200.1-p1	PF3D7_1367200	sp|A1A4V9|CF119_HUMAN	22.115	104	367	80	1	0.00000559	48.9	626.692098092643
PF3D7_1367500.1-p1	PF3D7_1367500	sp|Q9UHQ9|NB5R1_HUMAN	29.961	257	362	138	9	2.34E-30	118	2127.06546961326
PF3D7_1367600.1-p1	PF3D7_1367600	sp|Q9UKD2|MRT4_HUMAN	27.83	212	222	149	3	3.57E-20	86.3	2657.63963963964
PF3D7_1367700.1-p1	PF3D7_1367700	tr|A0A6Q8PGE8|A0A6Q8PGE8_HUMAN	37.45	1004	1408	530	19	0	657	2670.44034090909
PF3D7_1367800.1-p1	PF3D7_1367800	tr|E7EPV7|E7EPV7_HUMAN	30.488	82	1182	57	0	0.0000358	45.4	211.507275803722
PF3D7_1368100.1-p1	PF3D7_1368100	sp|O00487|PSDE_HUMAN	63.028	284	311	105	0	3.67E-138	394	5755.6115755627
PF3D7_1368200.1-p1	PF3D7_1368200	sp|P61221|ABCE1_HUMAN	61.755	604	619	224	4	0	785	6025.85137318255
PF3D7_1368600.1-p1	PF3D7_1368600	sp|Q9Y5J7|TIM9_HUMAN	32.727	55	92	37	0	0.0000000059	49.3	1956.50543478261
PF3D7_1368700.1-p1	PF3D7_1368700	sp|Q9BV35|SCMC3_HUMAN	23.875	289	576	170	8	2.39E-21	98.2	1197.89496527778
PF3D7_1368800.1-p1	PF3D7_1368800	sp|Q92889|XPF_HUMAN	43.506	154	1700	81	1	2.17E-31	135	394.113176470588
PF3D7_1368900.1-p1	PF3D7_1368900	sp|Q6ICG8|WBP2L_HUMAN	30.833	120	450	73	5	0.000000184	53.5	822.213333333333
PF3D7_1369000.1-p1	PF3D7_1369000	tr|A0A994J6W8|A0A994J6W8_HUMAN	25.728	206	795	119	6	0.0000864	47	666.662641509434
PF3D7_1369700.1-p1	PF3D7_1369700	sp|P09661|RU2A_HUMAN	47.771	157	175	82	0	8.66E-43	144	4285.74114285714
PF3D7_1371700.1-p1	PF3D7_1371700	tr|A0A499FJS1|A0A499FJS1_HUMAN	22.794	272	561	132	14	0.000000495	53.1	1105.16363636364
PF3D7_1372400.1-p1	PF3D7_1372400	sp|Q9ULC5|ACSL5_HUMAN	23.193	664	863	409	19	7.17E-40	158	1784.49038238702
PF3D7_1401100.1-p1	PF3D7_1401100	tr|F8WCZ4|F8WCZ4_HUMAN	35.938	64	492	41	0	0.0000000458	52.8	467.486178861789
PF3D7_1401300.1-p1	PF3D7_1401300	sp|Q96I13|ABHD8_HUMAN	21.201	283	473	179	9	0.000000232	53.9	1268.47420718816
PF3D7_1401800.1-p1	PF3D7_1401800	sp|Q9Y259|CHKB_HUMAN	26.393	341	440	233	6	2.19E-39	147	2045.4575
PF3D7_1401900.1-p1	PF3D7_1401900	sp|Q5JU00|DRC5_HUMAN	23.239	142	426	104	1	0.0000000314	56.6	774.633333333333
PF3D7_1402000.1-p1	PF3D7_1402000	sp|Q86TP1|PRUN1_HUMAN	22.799	443	498	226	22	1.18E-12	70.9	2028.10381526104
PF3D7_1402100.1-p1	PF3D7_1402100	sp|Q3MIT2|PUS10_HUMAN	41.667	132	879	64	4	1.33E-16	85.1	625.716040955632
PF3D7_1402300.1-p1	PF3D7_1402300	sp|O00231|PSD11_HUMAN	35.912	181	666	114	2	1.92E-28	119	975.986786786787
PF3D7_1402400.1-p1	PF3D7_1402400	sp|O75554|WBP4_HUMAN	38.462	65	490	35	2	0.0000195	47.8	510.210204081633
PF3D7_1402500.1-p1	PF3D7_1402500	sp|P62979|RS27A_HUMAN	49.669	151	149	66	3	1.05E-28	103	5033.56979865772
PF3D7_1402700.1-p1	PF3D7_1402700	sp|O15042|SR140_HUMAN	27.85	614	653	359	13	2.04E-65	233	2618.66768759571
PF3D7_1403100.1-p1	PF3D7_1403100	sp|Q15021|CND1_HUMAN	31.25	176	1955	116	3	2.11E-15	84	281.329923273657
PF3D7_1403300.1-p1	PF3D7_1403300	sp|Q9UJX2|CDC23_HUMAN	23.846	130	1161	95	2	0.0000762	48.1	267.00947459087
PF3D7_1403700.1-p1	PF3D7_1403700	sp|Q96G23|CERS2_HUMAN	25.43	291	359	168	8	2.23E-17	83.6	2061.31754874652
PF3D7_1403900.1-p1	PF3D7_1403900	sp|Q9BRF8|CPPED_HUMAN	32.028	281	298	164	6	1.51E-40	144	3020.08993288591
PF3D7_1404100.1-p1	PF3D7_1404100	sp|P99999|CYC_HUMAN	64.423	104	115	36	1	2.56E-44	140	5826.08
PF3D7_1404300.1-p1	PF3D7_1404300	sp|Q96RN1|S26A8_HUMAN	32.394	71	202	48	0	0.000017	45.8	1138.60099009901
PF3D7_1404500.1-p1	PF3D7_1404500	sp|Q14690|RRP5_HUMAN	33.094	278	468	169	3	2.75E-47	176	1965.84017094017
PF3D7_1405100.1-p1	PF3D7_1405100	sp|Q9P2M4|TBC14_HUMAN	24.113	141	1157	97	4	2.84E-11	68.9	293.857649092481
PF3D7_1405200.1-p1	PF3D7_1405200	sp|Q9Y5R8|TPPC1_HUMAN	29.487	78	192	55	0	0.0000000188	52	1197.909375
PF3D7_1405500.1-p1	PF3D7_1405500	tr|F2Z2T4|F2Z2T4_HUMAN	33.503	197	575	86	4	6.68E-25	104	1147.84191304348
PF3D7_1405600.1-p1	PF3D7_1405600	sp|Q7LG56|RIR2B_HUMAN	59.172	338	349	135	2	3.36E-141	404	5730.69799426934
PF3D7_1405700.1-p1	PF3D7_1405700	sp|O43164|PJA2_HUMAN	48.889	45	719	21	1	5.86E-10	63.9	305.981223922114
PF3D7_1405800.1-p1	PF3D7_1405800	sp|Q14137|BOP1_HUMAN	29.553	291	966	187	7	1.25E-39	159	890.261180124224
PF3D7_1406000.1-p1	PF3D7_1406000	sp|Q9Y5S9|RBM8A_HUMAN	50	86	107	43	0	5.43E-29	103	4018.69158878505
PF3D7_1406100.1-p1	PF3D7_1406100	tr|E9PQR4|E9PQR4_HUMAN	27.374	179	1361	87	7	0.000000268	56.2	360.025422483468
PF3D7_1406200.1-p1	PF3D7_1406200	sp|Q7KZ85|SPT6H_HUMAN	30.412	194	2820	118	8	2.88E-14	80.9	209.217304964539
PF3D7_1406500.1-p1	PF3D7_1406500	sp|Q96MR6|CFA57_HUMAN	28.279	488	1527	332	6	6.24E-35	147	903.742763588736
PF3D7_1406600.1-p1	PF3D7_1406600	tr|A0A2R8Y602|A0A2R8Y602_HUMAN	40	170	1341	99	2	1.6E-35	140	507.084265473527
PF3D7_1406700.1-p1	PF3D7_1406700	tr|F8VXU5|F8VXU5_HUMAN	47.514	181	194	95	0	9.85E-59	184	4433.00721649485
PF3D7_1407000.1-p1	PF3D7_1407000	sp|O43866|CD5L_HUMAN	28.627	255	1272	141	10	4.22E-20	94.4	573.890330188679
PF3D7_1407100.1-p1	PF3D7_1407100	tr|M0R299|M0R299_HUMAN	69.432	229	318	70	0	1.6E-122	351	4999.97735849057
PF3D7_1407300.1-p1	PF3D7_1407300	sp|Q5VTL8|PR38B_HUMAN	40.571	175	690	85	2	2.11E-38	150	1028.97463768116
PF3D7_1407500.1-p1	PF3D7_1407500	sp|Q9UI30|TR112_HUMAN	33.071	127	125	78	3	1.39E-18	76.3	3360.0136
PF3D7_1407800.1-p1	PF3D7_1407800	tr|F8W787|F8W787_HUMAN	33.237	346	449	202	11	4.02E-51	177	2561.24766146993
