Chr,Gene,MIS,MFS
chr8,PF3D7_0807500,0.979,-1.875
chr8,PF3D7_0807600,1,-0.592
chr8,PF3D7_0807700,1,0.991
chr8,PF3D7_0807800,0.144,-2.93
chr8,PF3D7_0807900,0.279,-2.675
chr8,PF3D7_0808000,0.156,-2.786
chr8,PF3D7_0808100,0.133,-3.156
chr8,PF3D7_0808200,1,-2.486
chr8,PF3D7_0808300,0.237,-2.625
chr8,PF3D7_0808400,0.92,-2.792
chr8,PF3D7_0808600,0.999,-1.747
chr8,PF3D7_0808700,1,-1.224
chr8,PF3D7_0808800,1,1.505
chr8,PF3D7_0808900,0.148,-3.069
chr8,PF3D7_0809100,1,-1.772
chr8,PF3D7_0809200,1,-0.513
chr8,PF3D7_0809400,0.733,-3.102
chr8,PF3D7_0809500,0.153,-3.235
chr8,PF3D7_0809600,0.134,-2.931
chr8,PF3D7_0809700,0.999,-2.607
chr8,PF3D7_0809800,1,-1.399
chr8,PF3D7_0809900,1,-0.973
chr8,PF3D7_0810000,0.899,-2.859
chr8,PF3D7_0810100,0.992,0
chr8,PF3D7_0810200,0.131,-2.914
chr8,PF3D7_0810300,1,-2.05
chr8,PF3D7_0810400,0.882,0.263
chr8,PF3D7_0810500,0.998,-2.135
chr8,PF3D7_0810600,1,-1.993
chr8,PF3D7_0810700,0.198,-3.331
chr8,PF3D7_0810800,0.195,-2.767
chr8,PF3D7_0810900,0.157,-3.353
chr8,PF3D7_0811000,0.121,-2.952
chr8,PF3D7_0811100,1,-2.734
chr8,PF3D7_0811200,0.148,-3.234
chr8,PF3D7_0811300,1,-1.904
chr8,PF3D7_0811400,0.847,-2.796
chr8,PF3D7_0811500,0.182,-2.717
chr8,PF3D7_0811600,0.128,-3.136
chr8,PF3D7_0811700,1,-1.321
chr8,PF3D7_0811800,0.12,-3.14
chr8,PF3D7_0811900,0.12,-2.962
chr8,PF3D7_0812000,0.123,-3.016
chr8,PF3D7_0812100,1,-0.509
chr8,PF3D7_0812200,1,0.187
chr8,PF3D7_0812220,0.223,-2.666
chr8,PF3D7_0812300,1,0.336
chr8,PF3D7_0812400,0.153,-2.927
chr8,PF3D7_0812500,1,0.66
chr8,PF3D7_0812600,0.344,-2.606
chr8,PF3D7_0812700,1,-2.658
chr8,PF3D7_0812800,0.528,-2.635
chr8,PF3D7_0812900,1,-0.383
chr8,PF3D7_0813000,0.241,-2.482
chr8,PF3D7_0813100,0.294,-2.652
chr8,PF3D7_0813200,0.154,-3.279
chr8,PF3D7_0813300,0.295,-2.805
chr8,PF3D7_0813400,0.205,-2.542
chr8,PF3D7_0813500,1,-1.811
chr8,PF3D7_0813600,0.631,-2.305
chr8,PF3D7_0813700,0.148,-3.192
chr8,PF3D7_0813800,0.179,-3.073
chr8,PF3D7_0813900,0.141,-3.879
chr8,PF3D7_0814000,0.169,-2.534
chr8,PF3D7_0814100,0.178,-3.29
chr8,PF3D7_0814200,0.998,-1.638
chr8,PF3D7_0814300,0.14,-2.837
chr8,PF3D7_0814400,0.122,-2.906
chr8,PF3D7_0814500,0.144,-2.768
chr8,PF3D7_0814600,1,0.997
chr8,PF3D7_0814700,1,-2.6
chr8,PF3D7_0814900,0.311,-3.416
chr8,PF3D7_0815000,1,-1.267
chr8,PF3D7_0815100,0.12,-3.072
chr8,PF3D7_0815200,0.129,-3.067
chr8,PF3D7_0815300,0.136,-2.997
chr8,PF3D7_0815400,0.166,-2.755
chr8,PF3D7_0815500,0.344,-2.692
chr8,PF3D7_0815600,0.12,-3.466
chr8,PF3D7_0815700,0.124,-3.107
chr8,PF3D7_0815800,0.162,-2.866
chr8,PF3D7_0815900,0.999,-0.134
chr8,PF3D7_0816000,0.126,-2.843
chr8,PF3D7_0816100,0.162,-2.912
chr8,PF3D7_0816200,0.241,-2.944
chr8,PF3D7_0816300,0.224,-2.717
chr8,PF3D7_0816400,1,-1.705
chr8,PF3D7_0816500,0.429,0
chr8,PF3D7_0816600,0.165,-2.809
chr8,PF3D7_0816700,0.13,-2.646
chr8,PF3D7_0816800,0.847,-3.004
chr8,PF3D7_0816900,0.141,-3.054
chr8,PF3D7_0817000,0.12,-3.028
chr8,PF3D7_0817100,0.128,-2.835
chr8,PF3D7_0817200,0.141,-3.131
chr8,PF3D7_0817300,0.994,-2.663
chr8,PF3D7_0817400,0.21,-3.386
chr8,PF3D7_0817500,0.991,-0.731
chr8,PF3D7_0817600,0.418,-2.556
chr8,PF3D7_0817700,0.167,-2.854
chr8,PF3D7_0817800,0.99,0
chr8,PF3D7_0817900,0.368,-3.27
chr8,PF3D7_0818000,0.922,-2.193
chr8,PF3D7_0818100,0.986,-2.694
chr8,PF3D7_0818200,0.585,-3.082
chr8,PF3D7_0818300,1,1.033
chr8,PF3D7_0818400,0.123,-2.918
chr8,PF3D7_0818500,0.999,-2.618
chr8,PF3D7_0818600,0.179,-3.025
chr8,PF3D7_0818700,1,-0.629
chr8,PF3D7_0818800,0.516,-2.992
chr8,PF3D7_0818900,0.225,-2.666
chr8,PF3D7_0819000,0.313,-2.655
chr8,PF3D7_0819100,0.467,-3.421
chr8,PF3D7_0819200,0.141,-2.919
chr8,PF3D7_0819300,0.13,-3.13
chr8,PF3D7_0819400,1,-0.145
chr8,PF3D7_0819500,1,-0.803
chr8,PF3D7_0819600,0.123,-3.082
chr8,PF3D7_0819700,0.134,-2.769
chr8,PF3D7_0819800,1,-1.399
chr8,PF3D7_0819900,0.137,-3.136
chr8,PF3D7_0820000,0.992,-2.797
chr8,PF3D7_0820100,0.123,-3.053
chr8,PF3D7_0820200,0.146,-2.739
chr8,PF3D7_0820300,1,-0.334
chr8,PF3D7_0820400,0.128,-3.167
chr8,PF3D7_0820500,0.141,-2.885
chr8,PF3D7_0820600,0.773,-1.942
chr8,PF3D7_0820700,1,-1.656
chr8,PF3D7_0820800,0.141,-3.165
chr8,PF3D7_0820900,0.125,-2.974
chr8,PF3D7_0821000,0.203,-2.654
chr8,PF3D7_0821100,1,-1.634
chr8,PF3D7_0821200,0.177,-2.84
chr8,PF3D7_0821300,0.123,-2.945
chr8,PF3D7_0821400,0.282,-2.757
chr8,PF3D7_0821500,0.126,-2.864
chr8,PF3D7_0821600,0.192,-2.738
chr8,PF3D7_0821700,0.123,-3.35
chr8,PF3D7_0821800,0.732,-2.128
chr8,PF3D7_0821900,0.169,-2.586
chr8,PF3D7_0822000,0.296,-2.667
chr8,PF3D7_0822100,0.171,-3.325
chr8,PF3D7_0822200,1,-1.673
chr8,PF3D7_0822300,0.12,0
chr8,PF3D7_0822400,0.125,-3.036
chr8,PF3D7_0822500,0.14,-2.851
chr8,PF3D7_0822600,0.172,-2.889
chr8,PF3D7_0822700,1,-0.017
chr8,PF3D7_0822800,0.738,-2.605
chr8,PF3D7_0822900,0.989,-2.578
chr8,PF3D7_0823000,0.137,-2.942
chr8,PF3D7_0823100,1,-2.01
chr8,PF3D7_0823200,0.941,-2.165
chr8,PF3D7_0823300,0.368,-2.517
chr8,PF3D7_0823400,0.889,-2.915
chr8,PF3D7_0823500,0.496,-2.483
chr8,PF3D7_0823600,1,-0.194
chr8,PF3D7_0823700,0.165,-0.727
chr8,PF3D7_0823800,0.17,-3.258
chr8,PF3D7_0823900,0.162,-2.799
chr8,PF3D7_0824000,0.999,-2.181
chr8,PF3D7_0824100,0.121,-3.001
chr8,PF3D7_0824200,0.119,-3.016
chr8,PF3D7_0824300,0.12,-3.017
chr8,PF3D7_0824400,1,-1.907
chr8,PF3D7_0824500,0.12,-3.042
chr8,PF3D7_0824600,0.129,-3.194
chr8,PF3D7_0824700,1,0.351
chr8,PF3D7_0824800,0.129,-3.008
chr8,PF3D7_0824900,0.16,-3.265
chr8,PF3D7_0825000,0.218,-2.678
chr8,PF3D7_0825100,0.924,-1.725
chr8,PF3D7_0825200,0.348,-3.47
chr8,PF3D7_0825300,0.258,-3.275
chr8,PF3D7_0825400,0.709,-2.386
chr8,PF3D7_0825500,0.205,-2.723
chr8,PF3D7_0825600,0.204,-2.879
chr8,PF3D7_0825700,0.991,-2.392
chr8,PF3D7_0825800,0.127,-2.936
chr8,PF3D7_0825900,1,-2.506
chr8,PF3D7_0826000,0.128,-3.062
chr8,PF3D7_0826100,0.125,-2.928
chr8,PF3D7_0826200,0.125,-3.022
chr8,PF3D7_0826300,0.999,-1.646
chr8,PF3D7_0826400,0.173,-3.257
chr8,PF3D7_0826500,0.905,-2.783
chr8,PF3D7_0826600,0.508,-3.607
chr8,PF3D7_0826700,0.125,-2.934
chr8,PF3D7_0826900,0.929,-2.811
chr8,PF3D7_0827000,0.158,-2.814
chr8,PF3D7_0827100,0.122,-2.932
chr8,PF3D7_0827200,1,-2.302
chr8,PF3D7_0827300,1,-0.488
chr8,PF3D7_0827400,0.528,-2.604
chr8,PF3D7_0827500,0.122,-2.852
chr8,PF3D7_0827600,0.134,-2.804
chr8,PF3D7_0827700,1,0.447
chr8,PF3D7_0827800,0.194,-2.734
chr8,PF3D7_0827900,0.248,-2.66
chr8,PF3D7_0828000,0.146,-3.446
chr8,PF3D7_0828100,0.131,-2.844
chr8,PF3D7_0828200,0.125,-2.982
chr8,PF3D7_0828300,0.912,-2.558
chr8,PF3D7_0828400,0.127,-2.91
chr8,PF3D7_0828500,0.135,-2.843
chr8,PF3D7_0828600,1,1.45
chr8,PF3D7_0828700,1,-2.282
chr8,PF3D7_0828800,0.183,-3.301
chr8,PF3D7_0828900,0.565,-2.48
chr8,PF3D7_0829000,0.15,-2.845
chr8,PF3D7_0829100,0.844,-2.326
chr8,PF3D7_0829200,0.996,0.867
chr8,PF3D7_0829300,0.31,-3.211
chr8,PF3D7_0829400,1,0.223
chr8,PF3D7_0829500,1,-1.323
chr8,PF3D7_0829600,0.277,-3.182
chr8,PF3D7_0830300,0.119,-3.11
chr8,PF3D7_0830400,0.99,-1.825
chr8,PF3D7_0830500,0.223,-2.668
chr8,PF3D7_0830600,0.997,-2.845
chr8,PF3D7_0830700,0.215,-3.481
chr8,PF3D7_0830800,1,-0.313
chr8,PF3D7_0830900,0.999,-1.743
chr8,PF3D7_0831000,0.74,0.562
chr8,PF3D7_0831100,1,-1.303
chr8,PF3D7_0831200,1,-1.486
chr8,PF3D7_0831300,0.529,-2.522
chr8,PF3D7_0831400,0.969,-0.655
chr8,PF3D7_0831500,0.795,-3.036
chr8,PF3D7_0831600,1,-0.705
chr8,PF3D7_0831700,1,0.585
chr8,PF3D7_0831750,0.936,-1.896
chr8,PF3D7_0831800,1,-1.914
chr8,PF3D7_0831900,0.245,-3.357
chr8,PF3D7_0832000,0.844,-2.418
chr8,PF3D7_0832100,0.981,-0.394
chr8,PF3D7_0832200,0.494,-2.573
chr8,PF3D7_0832300,0.12,-2.884
chr8,PF3D7_0832400,0.849,-2.319
chr8,PF3D7_0832500,0.34,-2.557
chr8,PF3D7_0832600,0.696,-2.63
chr8,PF3D7_0832700,0.119,-3.024
chr8,PF3D7_0832800,0.626,-2.385
chr8,PF3D7_0832900,0.849,-2.411
chr8,PF3D7_0833000,0.754,-2.383
chr8,PF3D7_0833100,0.754,-2.194
chr8,PF3D7_0833200,0.522,0
chr8,PF3D7_0833300,0.647,-2.285
chr8,PF3D7_0833400,1,0.911
chr9,PF3D7_0900100,1,-2.085
chr9,PF3D7_0900200,0.931,-2.356
chr9,PF3D7_0900300,0.34,-2.394
chr9,PF3D7_0900400,0.62,-2.57
chr9,PF3D7_0900500,0.949,-2.099
chr9,PF3D7_0900600,0.91,-2.123
chr9,PF3D7_0900700,0.999,-1.807
chr9,PF3D7_0900800,1,-2.545
chr9,PF3D7_0900900,0.831,-2.595
chr9,PF3D7_0901000,0.647,-2.387
chr9,PF3D7_0901100,1,-1.46
chr9,PF3D7_0901200,0.934,-2.728
chr9,PF3D7_0901300,0.217,-2.492
chr9,PF3D7_0901400,1,-2.338
chr9,PF3D7_0901500,0.999,-2.799
chr9,PF3D7_0901600,1,-2.338
chr9,PF3D7_0901700,0.953,-3.305
chr9,PF3D7_0901800,0.241,-2.628
chr9,PF3D7_0901900,1,-2.207
chr9,PF3D7_0902000,0.845,-3.029
chr9,PF3D7_0902100,1,-2.697
chr9,PF3D7_0902200,1,-0.712
chr9,PF3D7_0902300,0.926,-2.806
chr9,PF3D7_0902400,0.154,-3.185
chr9,PF3D7_0902500,0.994,-1.062
chr9,PF3D7_0902600,1,0.08
chr9,PF3D7_0902700,1,0.36
chr9,PF3D7_0902800,1,0.045
chr9,PF3D7_0902900,0.12,-3.751
chr9,PF3D7_0903000,0.696,0
chr9,PF3D7_0903100,0.143,-3.083
chr9,PF3D7_0903200,0.151,-3.106
chr9,PF3D7_0903300,0.999,-2.656
chr9,PF3D7_0903400,0.125,-3.11
chr9,PF3D7_0903500,0.979,-2.833
chr9,PF3D7_0903600,0.22,-2.66
chr9,PF3D7_0903700,0.599,-2.602
chr9,PF3D7_0903800,1,-1.241
chr9,PF3D7_0903900,0.861,-2.274
chr9,PF3D7_0904000,0.121,-3.074
chr9,PF3D7_0904100,0.149,-2.777
chr9,PF3D7_0904200,0.22,-2.9
chr9,PF3D7_0904300,1,-0.416
chr9,PF3D7_0904400,0.12,-3.071
chr9,PF3D7_0904500,0.153,-2.753
chr9,PF3D7_0904600,0.998,-2.476
chr9,PF3D7_0904700,0.119,-3.083
chr9,PF3D7_0904800,0.124,-2.834
chr9,PF3D7_0904900,1,-1.503
chr9,PF3D7_0905000,0.15,-3.29
chr9,PF3D7_0905100,0.154,-2.808
chr9,PF3D7_0905200,0.135,-2.88
chr9,PF3D7_0905300,1,-1.196
chr9,PF3D7_0905400,0.173,-2.736
chr9,PF3D7_0905500,0.163,-2.825
chr9,PF3D7_0905600,1,-1.771
chr9,PF3D7_0905700,0.31,-2.979
chr9,PF3D7_0905800,0.173,-2.717
chr9,PF3D7_0905900,0.992,-2.733
chr9,PF3D7_0906000,0.121,-3.052
chr9,PF3D7_0906100,0.135,0
chr9,PF3D7_0906200,0.18,-2.735
chr9,PF3D7_0906300,0.374,-2.616
chr9,PF3D7_0906400,1,-2.863
chr9,PF3D7_0906500,1,-1.391
chr9,PF3D7_0906600,0.988,-2.009
chr9,PF3D7_0906700,1,-2.819
chr9,PF3D7_0906800,0.165,-3.22
chr9,PF3D7_0906890,0.126,-3.048
chr9,PF3D7_0906910,0.157,-2.854
chr9,PF3D7_0907000,0.385,-3.279
chr9,PF3D7_0907100,0.977,-2.682
chr9,PF3D7_0907200,0.158,-2.887
chr9,PF3D7_0907300,0.123,-3.339
chr9,PF3D7_0907400,0.208,-2.686
chr9,PF3D7_0907500,0.13,-2.893
chr9,PF3D7_0907600,1,-2.765
chr9,PF3D7_0907700,0.278,-2.289
chr9,PF3D7_0907800,0.177,-2.729
chr9,PF3D7_0907900,0.122,-3.244
chr9,PF3D7_0908000,0.135,-2.836
chr9,PF3D7_0908100,0.266,-2.484
chr9,PF3D7_0908200,0.212,-2.863
chr9,PF3D7_0908300,1,-2.143
chr9,PF3D7_0908400,0.12,-3.123
chr9,PF3D7_0908500,1,-2.441
chr9,PF3D7_0908600,0.164,-2.881
chr9,PF3D7_0908700,0.666,-1.185
chr9,PF3D7_0908800,0.123,-3.009
chr9,PF3D7_0908900,0.133,-2.889
chr9,PF3D7_0909000,1,-0.265
chr9,PF3D7_0909100,1,-0.498
chr9,PF3D7_0909200,1,-0.329
chr9,PF3D7_0909300,0.353,-2.736
chr9,PF3D7_0909400,0.137,-2.944
chr9,PF3D7_0909500,1,0
chr9,PF3D7_0909600,0.131,-3.061
chr9,PF3D7_0909700,0.992,-2.556
chr9,PF3D7_0909800,0.659,-2.211
chr9,PF3D7_0909900,0.781,-3.008
chr9,PF3D7_0910000,1,-2.468
chr9,PF3D7_0910100,0.191,-3.315
chr9,PF3D7_0910200,1,-2.058
chr9,PF3D7_0910300,1,-2.524
chr9,PF3D7_0910400,1,-0.378
chr9,PF3D7_0910500,1,-2.776
chr9,PF3D7_0910600,0.202,-3.325
chr9,PF3D7_0910700,1,0.68
chr9,PF3D7_0910800,0.422,-2.49
chr9,PF3D7_0910900,0.119,-3.17
chr9,PF3D7_0911000,0.534,-2.452
chr9,PF3D7_0911100,0.995,-2.67
chr9,PF3D7_0911200,0.143,-3.185
chr9,PF3D7_0911300,1,-1.56
chr9,PF3D7_0911400,0.768,-1.165
chr9,PF3D7_0911500,0.915,-2.015
chr9,PF3D7_0911600,0.403,-2.543
chr9,PF3D7_0911700,0.845,-2.886
chr9,PF3D7_0911800,0.119,-3.014
chr9,PF3D7_0911900,1,0.814
chr9,PF3D7_0912000,0.186,-3.256
chr9,PF3D7_0912100,0.124,-3.209
chr9,PF3D7_0912200,1,1.147
chr9,PF3D7_0912400,1,-1.994
chr9,PF3D7_0912500,0.21,-2.795
chr9,PF3D7_0912600,1,-2.706
chr9,PF3D7_0912700,0.301,-3.305
chr9,PF3D7_0912800,0.123,-3.103
chr9,PF3D7_0912900,0.122,-3.009
chr9,PF3D7_0913000,0.805,-2.257
chr9,PF3D7_0913100,0.132,-2.914
chr9,PF3D7_0913200,0.266,-2.711
chr9,PF3D7_0913300,0.192,-2.656
chr9,PF3D7_0913400,0.132,-2.705
chr9,PF3D7_0913500,0.381,-3.532
chr9,PF3D7_0913600,0.142,-2.899
chr9,PF3D7_0913700,0.205,-2.868
chr9,PF3D7_0913800,0.847,0
chr9,PF3D7_0913900,0.127,-2.837
chr9,PF3D7_0914000,1,-2.162
chr9,PF3D7_0914100,0.998,-2.169
chr9,PF3D7_0914200,0.238,-2.746
chr9,PF3D7_0914300,1,-0.616
chr9,PF3D7_0914400,0.342,-4.094
chr9,PF3D7_0914500,0.156,-2.851
chr9,PF3D7_0914600,0.134,-3.385
chr9,PF3D7_0914700,1,0.707
chr9,PF3D7_0914800,0.13,-3.152
chr9,PF3D7_0914900,1,-0.507
chr9,PF3D7_0915000,0.479,-1.983
chr9,PF3D7_0915100,1,0
chr9,PF3D7_0915200,0.122,-3.048
chr9,PF3D7_0915300,0.119,-3.015
chr9,PF3D7_0915400,0.165,-2.773
chr9,PF3D7_0915500,0.144,-3.207
chr9,PF3D7_0915600,0.12,-2.975
chr9,PF3D7_0915700,0.172,-2.958
chr9,PF3D7_0915800,0.174,-3.012
chr9,PF3D7_0915900,0.785,0.602
chr9,PF3D7_0916000,1,-2.334
chr9,PF3D7_0916100,1,0.864
chr9,PF3D7_0916200,0.129,-2.944
chr9,PF3D7_0916300,0.138,-3.23
chr9,PF3D7_0916400,0.14,-2.867
chr9,PF3D7_0916500,0.137,-2.673
chr9,PF3D7_0916600,0.954,-2.435
chr9,PF3D7_0916700,1,-2.678
chr9,PF3D7_0916800,0.9,0
chr9,PF3D7_0916900,0.668,-3.103
chr9,PF3D7_0917000,0.12,-3.016
chr9,PF3D7_0917100,1,-2.363
chr9,PF3D7_0917200,0.125,-3.119
chr9,PF3D7_0917300,0.155,-2.647
chr9,PF3D7_0917400,1,-0.653
chr9,PF3D7_0917500,0.126,-3.143
chr9,PF3D7_0917600,0.148,-2.845
chr9,PF3D7_0917700,0.186,-3.362
chr9,PF3D7_0917800,0.45,-2.764
chr9,PF3D7_0917900,0.173,-2.68
chr9,PF3D7_0918000,0.864,-2.249
chr9,PF3D7_0918100,0.156,-2.805
chr9,PF3D7_0918200,0.122,-2.784
chr9,PF3D7_0918300,0.123,-2.983
chr9,PF3D7_0918400,1,-0.536
chr9,PF3D7_0918600,1,-1.756
chr9,PF3D7_0918700,1,-2.728
chr9,PF3D7_0918800,1,0.719
chr9,PF3D7_0918900,0.137,-2.846
chr9,PF3D7_0919000,0.888,-2.21
chr9,PF3D7_0919100,0.16,-2.748
chr9,PF3D7_0919200,0.123,-2.892
chr9,PF3D7_0919300,0.153,0
chr9,PF3D7_0919400,0.976,-2.743
chr9,PF3D7_0919500,1,1.392
chr9,PF3D7_0919600,0.137,-3.079
chr9,PF3D7_0919700,0.901,-1.732
chr9,PF3D7_0919800,1,-1.232
chr9,PF3D7_0919900,1,-2.216
chr9,PF3D7_0920000,0.999,-1.138
chr9,PF3D7_0920100,0.14,-2.769
chr9,PF3D7_0920200,0.13,-2.869
chr9,PF3D7_0920300,0.12,-3.379
chr9,PF3D7_0920400,1,-2.653
chr9,PF3D7_0920500,0.82,-2.01
chr9,PF3D7_0920600,0.135,-3.159
chr9,PF3D7_0920700,0.119,-2.969
chr9,PF3D7_0920800,0.198,-2.648
chr9,PF3D7_0920900,0.131,-2.956
chr9,PF3D7_0921000,1,-0.583
chr9,PF3D7_0921100,0.141,-2.919
chr9,PF3D7_0921200,0.123,-3.147
chr9,PF3D7_0921300,0.918,-2.73
chr9,PF3D7_0921400,0.217,-3.183
chr9,PF3D7_0921500,0.19,-3.243
chr9,PF3D7_0921600,0.879,-2.206
chr9,PF3D7_0921700,0.151,-2.764
chr9,PF3D7_0921800,0.12,-3.117
chr9,PF3D7_0921900,0.139,-2.916
chr9,PF3D7_0922000,1,-2.046
chr9,PF3D7_0922100,0.784,-2.366
chr9,PF3D7_0922200,0.207,-2.73
chr9,PF3D7_0922300,0.684,-2.068
chr9,PF3D7_0922400,1,-0.623
chr9,PF3D7_0922500,0.141,-3.358
chr9,PF3D7_0922600,0.999,-2.576
chr9,PF3D7_0922700,0.129,-3.198
chr9,PF3D7_0922800,1,-0.759
chr9,PF3D7_0922900,0.919,-2.588
chr9,PF3D7_0923000,0.258,-2.555
chr9,PF3D7_0923100,0.999,-1.642
chr9,PF3D7_0923200,0.156,-3.209
chr9,PF3D7_0923300,0.574,-2.428
chr9,PF3D7_0923400,0.998,-1.901
chr9,PF3D7_0923500,0.147,-2.901
chr9,PF3D7_0923600,0.128,-3.099
chr9,PF3D7_0923700,0.281,-2.656
chr9,PF3D7_0923800,0.999,-2.406
chr9,PF3D7_0923900,0.736,-2.095
chr9,PF3D7_0924000,0.942,-2.847
chr9,PF3D7_0924100,0.216,-2.718
chr9,PF3D7_0924200,0.12,-2.911
chr9,PF3D7_0924300,0.141,-2.895
chr9,PF3D7_0924400,1,1.908
chr9,PF3D7_0924500,0.146,-2.834
chr9,PF3D7_0924600,1,-2.069
chr9,PF3D7_0924700,0.127,-3.116
chr9,PF3D7_0924800,0.119,-3.721
chr9,PF3D7_0924900,0.268,-0.729
chr9,PF3D7_0925000,0.12,-3.228
chr9,PF3D7_0925100,1,-2.107
chr9,PF3D7_0925200,0.18,-2.846
chr9,PF3D7_0925300,0.194,-3.341
chr9,PF3D7_0925400,0.121,-2.96
chr9,PF3D7_0925500,0.15,-3.426
chr9,PF3D7_0925600,0.999,-2.591
chr9,PF3D7_0925700,0.128,-2.762
chr9,PF3D7_0925800,1,-0.419
chr9,PF3D7_0925900,0.219,-3.309
chr9,PF3D7_0926000,1,-1.657
chr9,PF3D7_0926100,1,-0.387
chr9,PF3D7_0926200,0.153,0
chr9,PF3D7_0926300,0.124,-2.828
chr9,PF3D7_0926400,0.983,-2.835
chr9,PF3D7_0926500,1,-0.602
chr9,PF3D7_0926600,1,-1.039
chr9,PF3D7_0926700,1,-2.407
chr9,PF3D7_0926800,1,-2.186
chr9,PF3D7_0926900,0.758,-3.016
chr9,PF3D7_0927000,0.154,-3.918
chr9,PF3D7_0927100,0.261,-3.322
chr9,PF3D7_0927200,0.894,-2.27
chr9,PF3D7_0927300,0.127,-2.952
chr9,PF3D7_0927400,1,-2.087
chr9,PF3D7_0927500,0.194,-3.336
chr9,PF3D7_0927600,0.286,-2.808
chr9,PF3D7_0927700,0.131,-2.938
chr9,PF3D7_0927800,0.989,0
chr9,PF3D7_0927900,0.127,-2.96
chr9,PF3D7_0928000,0.153,0
chr9,PF3D7_0928100,1,-0.035
chr9,PF3D7_0928200,1,-2.407
chr9,PF3D7_0928300,0.12,-2.804
chr9,PF3D7_0928400,0.888,-2.148
chr9,PF3D7_0928500,0.151,-2.893
chr9,PF3D7_0928600,0.2,-2.909
chr9,PF3D7_0928700,0.123,-3.029
chr9,PF3D7_0928800,1,-1.175
chr9,PF3D7_0928900,0.228,-3.401
chr9,PF3D7_0929000,0.198,-2.803
chr9,PF3D7_0929100,0.13,-3.272
chr9,PF3D7_0929200,0.947,0
chr9,PF3D7_0929300,1,-2.734
chr9,PF3D7_0929400,0.119,-3.01
chr9,PF3D7_0929500,0.126,-3.606
chr9,PF3D7_0929600,0.899,-2.415
chr9,PF3D7_0929700,0.12,-2.997
chr9,PF3D7_0929800,0.18,-3.295
chr9,PF3D7_0929900,0.128,-3.515
chr9,PF3D7_0930000,0.951,-2.501
chr9,PF3D7_0930100,0.144,-3.218
chr9,PF3D7_0930200,1,-0.332
chr9,PF3D7_0930300,0.141,-3.197
chr9,PF3D7_0930400,1,-2.243
chr9,PF3D7_0930500,0.896,-2.819
chr9,PF3D7_0930600,1,-1.897
chr9,PF3D7_0930700,0.484,-2.521
chr9,PF3D7_0930800,1,-1.444
chr9,PF3D7_0930900,1,-1.26
chr9,PF3D7_0931000,1,-1.211
chr9,PF3D7_0931100,1,0.525
chr9,PF3D7_0931200,0.781,-2.617
chr9,PF3D7_0931300,1,-1.679
chr9,PF3D7_0931400,1,0.272
chr9,PF3D7_0931500,0.178,-2.915
chr9,PF3D7_0931600,0.123,-2.973
chr9,PF3D7_0931700,1,-0.358
chr9,PF3D7_0931800,0.468,-2.628
chr9,PF3D7_0931900,0.151,-3.467
chr9,PF3D7_0932000,0.975,-2.103
chr9,PF3D7_0932100,0.277,-2.559
chr9,PF3D7_0932200,0.994,-2.42
chr9,PF3D7_0932300,1,-2.476
chr9,PF3D7_0932400,0.938,-2.911
chr9,PF3D7_0932500,0.335,-2.63
chr9,PF3D7_0932600,0.891,-2.519
chr9,PF3D7_0932700,0.991,-2.437
chr9,PF3D7_0932800,0.159,-3.143
chr9,PF3D7_0932900,1,-1.138
chr9,PF3D7_0933000,0.714,-2.412
chr9,PF3D7_0933100,1,0.123
chr9,PF3D7_0933200,0.205,0
chr9,PF3D7_0933300,0.343,-2.547
chr9,PF3D7_0933400,0.935,-2.94
chr9,PF3D7_0933500,0.169,-2.768
chr9,PF3D7_0933600,0.25,-2.745
chr9,PF3D7_0933700,0.159,-2.805
chr9,PF3D7_0933800,1,-0.444
chr9,PF3D7_0933900,1,0.663
chr9,PF3D7_0934000,0.872,-2.956
chr9,PF3D7_0934100,0.136,-2.803
chr9,PF3D7_0934200,0.12,-3.14
chr9,PF3D7_0934300,0.139,-2.977
chr9,PF3D7_0934400,1,0
chr9,PF3D7_0934500,0.141,-2.871
chr9,PF3D7_0934600,0.214,-3.297
chr9,PF3D7_0934700,1,-1.318
chr9,PF3D7_0934800,0.202,-2.607
chr9,PF3D7_0934900,0.987,-2.438
chr9,PF3D7_0935000,0.119,-3.017
chr9,PF3D7_0935100,0.528,-2.386
chr9,PF3D7_0935200,0.124,-3.101
chr9,PF3D7_0935300,0.134,0
chr9,PF3D7_0935400,1,-1.26
chr9,PF3D7_0935500,0.155,-3.238
chr9,PF3D7_0935600,0.682,-2.371
chr9,PF3D7_0935700,0.131,-3.113
chr9,PF3D7_0935800,0.138,-2.922
chr9,PF3D7_0935900,0.989,-1.863
chr9,PF3D7_0936000,0.297,0
chr9,PF3D7_0936100,0.122,-2.957
chr9,PF3D7_0936200,1,0.122
chr9,PF3D7_0936300,1,-0.924
chr9,PF3D7_0936400,0.125,-3.142
chr9,PF3D7_0936500,0.933,-2.829
chr9,PF3D7_0936600,0.178,-3.293
chr9,PF3D7_0936700,0.132,-3.109
chr9,PF3D7_0936800,0.996,-1.879
chr9,PF3D7_0936900,0.821,-2.142
chr9,PF3D7_0937000,0.999,-2.938
chr9,PF3D7_0937100,0.127,-3.178
chr9,PF3D7_0937200,0.698,-3.164
chr9,PF3D7_0937300,0.769,-2.348
chr9,PF3D7_0937400,0.975,-2.156
